question,answer,chapter,explanation
"$f(x)=2x+1$, $g(x)=x^2$ のとき、合成関数 $(g \circ f)(x)$ を求めよ。",$(2x+1)^2$,1 関数,**「外側の関数の $x$ に、内側の関数を丸ごと代入」**する。この場合、$g(x)$ の $x$ に $2x+1$ を入れる。
関数 $f(x)$ とその逆関数 $f^{-1}(x)$ について、合成関数 $f(f^{-1}(x))$ はどうなるか。,$x$,1 関数,**「行って帰ってくる」**ので、必ず元の $x$ に戻る。計算せずとも性質として知っておくべき方針。
関数 $y = \log_2 x$ の逆関数を求めよ。,$y = 2^x$,1 関数,$y = \log_a x \iff x = a^y$ という対数の定義に従って $x = \dots$ の形に書き直し、最後に $x$ と $y$ を入れ替える。
関数 $f(x) = \sqrt{x-1}$ の逆関数の「定義域」を答えよ。,$x \geqq 0$,1 関数,「元の関数の『値域』が、逆関数の『定義域』になる」。元の $y \geqq 0$ をそのまま $x \geqq 0$ にスライドさせる。
関数 $y=f(x)$ のグラフと、その逆関数 $y=f^{-1}(x)$ のグラフはどのような位置関係にあるか。,直線 $y=x$ に関して対称,1 関数,$x$ と $y$ を入れ替える操作は、グラフ上では**「直線 $y=x$ で折り返す」**ことに相当する。方針として常に頭に置く。
分数関数 $y = \frac{ax+b}{cx+d}$ のグラフを描く第一手は？,分子を分母で割って「整式 ＋ 分数」の形にする,1 関数,**「漸近線」**を見つけるための必須変形。$y = \frac{k}{x-p} + q$ の形に持ち込む。
$f(f(x))$ のような合成関数の値を求める方針は？,内側の $f(x)$ をひとつの文字 $u$ と置く,1 関数,**「内側から順に評価する」**のが鉄則。$f(u)$ の $u$ に $f(x)$ の結果を代入する。
逆関数 $f^{-1}(x)$ を求める手順は？,$x$ について解き、最後に $x$ と $y$ を入れ替える,1 関数,元の関数の**「値域」が逆関数の「定義域」になる**ことに注意する。
$\lim_{n \to \infty} \frac{2n^2+3}{n^2-1}$ を求めよ。,$2$,2 極限,「分母の最高次（$n^2$）で分母分子を割る」。nを無限に大きくしたとき、(定数)/n の形はすべて 0 になることを利用する。
$\lim_{n \to \infty} (\sqrt{n+1} - \sqrt{n})$ を求めよ。,$0$,2 極限,$\infty - \infty$ の形。**「分子を有理化」**するために、$\sqrt{n+1} + \sqrt{n}$ を分母分子に掛けて計算を進める。
$\lim_{n \to \infty} \frac{3^n}{2^n+4^n}$ を求めよ。,$0$,2 極限,指数関数の極限。「底（てい）が最大の $4^n$ で分母分子を割る」。1より小さい数の n乗 を作り、0 に収束させるのが定石。
$r^n$ を含む数列の極限において、まず最初にすべきことは何か。,$r$ の値で場合分けをする,2 極限,"「|r| ＜ 1, r ＝ 1, |r| ＞ 1, r ＝ -1」などで場合分けを行う。rの範囲によって $って $ が 0 に消えるか、無限に飛ぶかが決まる。"
$\lim_{n \to \infty} \frac{\sin n}{n}$ を求めよ。,$0$,2 極限,$\sin n$ は -1 から 1 の間で振動し続けるので、「はさみうちの原理」 を利用して 0 に追い込む。
無限等比数列 $\{r^n\}$ が収束するための $r$ の条件は何か。,$-1 < r \leqq 1$,2 極限,「r ＝ 1」を含むのが重要。無限等比「級数（足し算）」の条件 $-1 < r < 1$ と混同しやすいので注意が必要。
$\lim_{x \to 1} \frac{x^2-1}{x-1}$ を求めよ。,$2$,2 極限,そのまま代入すると $0/0$ になる。分子を 「因数分解」して約分 し、分母が 0 になる原因を取り除いてから代入する。
$\lim_{x \to 0} \frac{\sqrt{x+1}-1}{x}$ を求めよ。,$1/2$,2 極限,$0/0$ の形。ルートがある場合は 「分子を有理化」 し、分母にある $x$ を約分して消す方針をとる。
$\lim_{x \to 0} \frac{\sin 3x}{2x}$ を求めよ。,$3/2$,2 極限,公式 「$\lim_{x \to 0} \frac{\sin \theta}{\theta} = 1$」 を使うため、強引に $\frac{\sin 3x}{3x} \cdot \frac{3}{2}$ と変形して形を合わせる。
$\lim_{x \to \infty} \left( 1 + \frac{1}{x} \right)^x$ はどのような値に近づくか。,$e$ （自然対数の底）,2 極限,これ自体が 「ネイピア数 $e$」の定義 そのもの。$(1 + 0)^{\infty}$ のような形を見たら、この公式を疑う。
$\lim_{x \to a} f(x)$ が存在するための、左右の極限に関する条件は？,左側極限 ＝ 右側極限,2 極限,$x \to a-0$（左から）と $x \to a+0$（右から）の 「両方の値が一致する」 ことを確認する。ガウス記号や絶対値を含む問題で重要。
$\lim_{x \to 0} \frac{1-\cos x}{x^2}$ を求めよ。,$1/2$,2 極限,最重要パターン。分子・分母に 「$1+\cos x$」を掛ける 方針をとる。分子が $1-\cos^2 x = \sin^2 x$ になり、$\frac{\sin x}{x}$ の公式が使えるようになる。
$\lim_{x \to 0} \frac{\cos x - 1}{x}$ を求めよ。,$0$,2 極限,これも分子に $1+\cos x$ を掛けると、$\frac{-\sin^2 x}{x(1+\cos x)}$ となり、$\frac{\sin x}{x} \cdot \frac{-\sin x}{1+\cos x} = 1 \cdot \frac{0}{2}$ となって 0 に収束する。
$\lim_{x \to \pi} \frac{\sin x}{x-\pi}$ を求めよ。,$-1$,2 極限,$x \to 0$ 以外の極限。 「$x-\pi = t$」とおいて $t \to 0$ の極限に書き換える（置換） のが鉄則。$\sin(\pi+t) = -\sin t$ となる公式を利用する。
$\lim_{x \to 0} \frac{\tan x}{x}$ を求めよ。,$1$,2 極限,「$\tan x = \frac{\sin x}{\cos x}$」に直す 方針。$\frac{\sin x}{x} \cdot \frac{1}{\cos x} \to 1 \cdot 1$ となり、結果的に $\sin$ と同じ公式が成り立つ。
$\lim_{x \to 0} \frac{\tan 2x}{\sin 3x}$ を求めよ。,$2/3$,2 極限,分母分子に強引に 「同じ中身」の $x$ を用意する 方針。$\frac{\tan 2x}{2x} \cdot \frac{3x}{\sin 3x} \cdot \frac{2}{3}$ と変形して、それぞれを 1 に収束させる。
$\lim_{x \to \pi/2} \tan x$ はどうなるか。,存在しない（$\pm \infty$）,2 極限,「左右の極限」を意識する 必要があるパターン。$x \to \pi/2 - 0$ なら $+\infty$、 $x \to \pi/2 + 0$ なら $-\infty$ になるため、一致しない。
無限級数 $\sum_{n=1}^{\infty} a_n$ が収束するかどうかを調べる基本手順は？,部分和 $S_n$ の極限を調べる,2 極限,いきなり全部足すのは不可能。まずは 「第 $n$ 項までの和 $S_n$」を計算 し、その後で $n \to \infty$ の極限をとる。
無限等比級数 $\sum_{n=1}^{\infty} ar^{n-1}$ が収束するための条件は？,$-1 ＜ r ＜ 1$,2 極限,数列の極限（$r=1$ を含む）と違い、「$r=1$ を含まない」 のが最大の特徴。1 を足し続けると無限に大きくなってしまうため。
無限等比級数が収束するとき、その和 $S$ を求める公式は？,$S = \frac{a}{1-r}$,2 極限,「(初項) / (1 － 公比)」。このシンプルな形に持ち込むのが無限等比級数の基本方針。
$\sum_{n=1}^{\infty} \frac{1}{n(n+1)}$ のような分数の級数の解き方は？,部分分数分解を行う,2 極限,「$\frac{1}{n} - \frac{1}{n+1}$」の形に分解 して書き並べると、途中の項が次々と消えて最初と最後だけが残る（キセルの原理）。
$\lim_{n \to \infty} \frac{n^2+1}{2n^2-3}$ のような無限/無限の形は？,分母の最高次数 $n^2$ で分母分子を割る,2 極限,「一番強いやつ（最高次）」で割ることで、他を $0$ に収束させる基本方針。
$\lim_{x \to 0} \frac{\sin 3x}{x}$ のような三角関数の極限は？,$\frac{\sin 3x}{3x} \cdot 3$ のように「中身」を揃える,2 極限,$\lim_{\square \to 0} \frac{\sin \square}{\square} = 1$ の公式に無理やり当てはめる。
無限等比級数 $\sum ar^{n-1}$ が収束する条件は？,初項 $a=0$ または 公比 $\|r\| <$,2 極限,収束した時の和は $a / (1-r)$。数列の極限（$r=1$を含む）との違いを意識する。
$\lim_{n \to \infty} \frac{\sin n}{n}$ のように、振動して極限が不明なときは？,はさみうちの原理を利用する,2 極限,$-1 \leqq \sin n \leqq 1$ という不等式を作り、両端を $0$ に飛ばして追い込む。
極限で「はさみうちの原理」を使う最大のサインは？,「$\sin \theta$」や「$\cos \theta$」が含まれ、直接計算できないとき,2 極限,$-1 \leqq \sin \theta \leqq 1$ という**「有界性（範囲が決まっていること）」**を利用して、求めたい式を左右から不等式で挟む方針。
$\lim_{n \to \infty} \frac{[x]}{n}$ （ガウス記号）のような極限はどう解くか。,$x-1 < [x] \leqq x$ という不等式を作る,2 極限,ガウス記号を見たら、**「中身 $-1 <$ 本体 $\leqq$ 中身」**という不等式を作って、はさみうちへ持ち込むのが鉄則。
$n \to \infty$ で、複雑な関数の極限が「$0$」になりそうな予感がするときは？,$\|f(n) - L\| \leqq (\text{0に収束する式$ を作る,2 極限,直接はさむのが難しい場合、絶対値をとって $0$ と何かの間で挟むという方針も非常に強力。
関数 $y = (2x+1)^3$ を微分せよ。,$y' = 6(2x+1)^2$,3 微分法,**「合成関数の微分」**の方針。外側の $( \dots )^3$ を微分してから、中身の $(2x+1)$ を微分した $2$ を掛け合わせる。
関数 $y = x^2 \sin x$ を微分せよ。,$y' = 2x\sin x + x^2\cos x$,3 微分法,**「積の微分法」**の方針。$(fg)' = f'g + fg'$ に従って、「前を微分・後ろそのまま」＋「前そのまま・後ろ微分」を行う。
関数 $y = \frac{x}{x+1}$ を微分せよ。,$y' = \frac{1}{(x+1)^2}$,3 微分法,**「商の微分法」**の方針。分母を2乗し、分子は「(子の微分×母) － (子×母の微分)」の順で計算する。符号ミスに注意。
関数 $y = e^{3x}$ を微分せよ。,$y' = 3e^{3x}$,3 微分法,指数関数の微分。$e^x$ は変わらないが、肩に乗っている $3x$ を微分した 「$3$」が前に飛び出す と考える。
"曲線 $y = \sqrt{x}$ 上の点 $(1, 1)$ における接線の方程式を求めよ。",$y = \frac{1}{2}x + \frac{1}{2}$,3 微分法,**「接線の公式」**の方針。微分して $x=1$ を代入し傾き $m$ を出し、$y - 1 = m(x - 1)$ を計算する。
関数 $y = x^x (x＞0)$ を微分せよ。,$y' = x^x(\log x + 1)$,3 微分法,**「対数微分法」**の方針。両辺の自然対数をとり、$\log y = x \log x$ と変形してから両辺を $x$ で微分する。
関数 $f(x)$ のグラフの「凹凸（おうとつ）」を調べるにはどうするか。,第2次導関数 $f''(x)$ の符号を調べる,3 微分法,$f''(x) ＞ 0$ なら下に凸、$f''(x) ＜ 0$ なら上に凸。**「2回微分の符号」**がグラフの曲がり方を決める。
グラフの「変曲点（へんきょくてん）」を求める手順は？,$f''(x)=0$ となる $x$ を求め、その前後で $f''(x)$ の符号が変わるか確認する,3 微分法,曲がり方が「上に凸」から「下に凸」（あるいはその逆）に切り替わる点。**「$f''(x)=0$ かつ符号変化」**が条件。
$\lim_{x \to \infty} \frac{e^x}{x^2}$ はどのような値に近づくか。,$\infty$ (無限大),3 微分法,指数・対数・多項式の強さ比較。**「$\log x \ll x^n \ll e^x$」**という序列を知っておくと、極限の予想がつく。
関数 $f(x)$ が $x=a$ で極値をとるための必要条件は？,$f'(a) = 0$,3 微分法,グラフの頂点（接線の傾きが0）になること。ただし $f'(a)=0$ でも極値とは限らないので、増減表での確認が必須。
関数 $y = \log x$ を微分せよ。,$y' = 1/x$,3 微分法,対数微分の基本。$\log (\text{中身})$ を微分すると、$(\text{中身の微分}) / (\text{中身})$ になる。今回は中身 $x$ の微分が $1$ なので $1/x$ となる。
関数 $y = \sin(2x+3)$ を微分せよ。,$y' = 2\cos(2x+3)$,3 微分法,**「合成関数の微分」**の方針。外側の $\sin$ を微分して $\cos$ にし、そのあとに中身の $2x+3$ を微分した $2$ を掛け算する。
関数 $y = x \log x$ を微分せよ。,$y' = \log x + 1$,3 微分法,**「積の微分」**の方針。$(x)' \cdot \log x + x \cdot (\log x)'$ と計算し、$1 \cdot \log x + x \cdot (1/x)$ と整理する。
関数 $y = \frac{1}{x^2+1}$ を微分せよ。,$y' = \frac{-2x}{(x^2+1)^2}$,3 微分法,**「商の微分」**の方針。分母を2乗し、分子は「(1の微分)×(分母) － (1)×(分母の微分)」とする。
"$x = \cos \theta, y = \sin \theta$ のとき、$\frac{dy}{dx}$ を求めよ。",$-\frac{\cos \theta}{\sin \theta}$ (または $-\frac{1}{\tan \theta}$),3 微分法,「媒介変数（パラメータ）表示の微分」。$y$ を $\theta$ で微分したものを、$x$ を $\theta$ で微分したもので割り算する。
曲線 $y = e^x$ 上の、傾きが $1$ となる接点の座標を求めよ。,"$(0, 1)$",3 微分法,微分した $y' = e^x$ が $1$ になる $x$ を探す方針。$e^x = 1$ より $x=0$。元の式に代入して $y=1$ を得る。
関数 $y = \tan x$ を微分せよ。,$y' = \frac{1}{\cos^2 x}$,3 微分法,$y = \frac{\sin x}{\cos x}$ として商の微分法を使うと導ける。この形自体を公式として暗記しておくのが基本方針。
関数 $y = \cos x$ を微分せよ。,$y' = -\sin x$,3 微分法,微分すると 「マイナス」がつく ことに注意。積分の逆計算と混同しやすいため、符号のミスを徹底的に警戒する。
関数 $y = x^{\sqrt{2}}$ のように、指数が実数の場合の微分は？,$y' = \sqrt{2}x^{\sqrt{2}-1}$,3 微分法,数Ⅱの $x^n$ の微分と同じく、「指数を前に出して、次数を 1 引く」 ルールがそのまま使える。
逆関数の微分公式 $\frac{dy}{dx} = \frac{1}{\frac{dx}{dy}}$ はいつ使うか。,$x = y^2 + y$ のように $x = (yの式)$ で与えられたとき,3 微分法,直接 $y = \dots$ と解けない場合、先に 「$x$ を $y$ で微分」 してから、その逆数をとることで $\frac{dy}{dx}$ を求める。
"関数 $y = a^x (a ＞ 0, a \neq 1)$ を微分せよ。",$y' = a^x \log a$,3 微分法,$e^x$ と違い、後ろに $\log a$ がつく。忘れた場合は両辺の自然対数をとる「対数微分法」で導き出す。
関数 $y = \sin^2(3x)$ を微分せよ。,$y' = 2\sin(3x) \cdot \cos(3x) \cdot 3$,3 微分法,**「外側から順に」**微分。$( )^2 \to \sin \to 3x$ の順に微分したものを掛けていく。
関数 $y = x^x$ のように底も指数も変数の時は？,両辺の自然対数をとる（対数微分法）,3 微分法,$\log y = x \log x$ としてから両辺を微分する。**「指数を前に落とす」**ための最強手段。
グラフの「変曲点」を求める方針は？,$f''(x) = 0$ となる $x$ の前後で符号変化を確認する,3 微分法,**「2回微分の符号」**が凹凸を決める。凸の向きが切り替わるのが変曲点。
方程式 $f(x) = k$ の実数解の個数を調べるには？,$y = f(x)$ のグラフと直線 $y = k$ の共有点を見る,3 微分法,**「定数 $k$ を分離」**して、固定されたグラフと水平な直線の交点を見る方針。
関数 $f(x)$ が連続・微分可能なとき、平均値の定理の式を答えよ。,$\frac{f(b)-f(a)}{b-a} = f'(c)$,3.5 微分法の応用,「2点を結ぶ直線の傾き」と同じ「接線の傾き」を持つ点 $c$ が、必ず $a$ と $b$ の間に存在する という定理。
時刻 $t$ における位置 $x = f(t)$ が与えられたとき、速度 $v$ と加速度 $a$ は？,"$v = \frac{dx}{dt}$, $a = \frac{dv}{dt}$",3.5 微分法の応用,「位置を $t$ で1回微分すると速度、2回微分すると加速度」 になる。物理の基本方針と同じ。
$x$ が 0 に極めて近いとき、$\sin x$ の 1次近似式は？,$\sin x \approx x$,3.5 微分法の応用,近似式の公式 $f(a+h) \approx f(a) + f'(a)h$ を利用する。「複雑な曲線を、接線（直線）で代用する」 という方針。
曲線 $x^2 + y^2 = 1$ のような陰関数の接線の傾きを求めるには？,両辺を $x$ で微分して $\frac{dy}{dx}$ を求める,3.5 微分法の応用,$y = \dots$ の形に直さず、「$y$ を $x$ の関数とみなしてそのまま微分する」 方針（陰関数の微分法）。
方程式 $f(x) = 0$ の実数解の個数を調べるにはどうするか。,$y = f(x)$ のグラフを描き、 $x$ 軸との共有点の個数を数える,3.5 微分法の応用,直接解けない方程式は、「グラフを正確に描いて視覚的に判断する」 のが数Ⅲの鉄則。
不等式 $e^b - e^a ＞ e^a(b-a)$ の証明などで、平均値の定理を使うサインは？,「$f(b)-f(a)$」という形の式があるとき,3.5 微分法の応用,分母を払った形 $f(b)-f(a) = f'(c)(b-a)$ を利用する。「関数の差」を「微分した値」に置き換えるのが最大の方針。
平均値の定理を使って不等式を証明する際、次に注目すべき場所は？,$f'(c)$ の範囲,3.5 微分法の応用,$a ＜ c ＜ b$ の範囲で、$f'(x)$ がどのような値をとるか（最大値や最小値）を調べ、不等式の形に持ち込む。
$\lim_{x \to 0} \frac{f(x+h)-f(x)}{h}$ ではない複雑な極限で、平均値の定理を使うのはどんな時？,$x \to \infty$ で $\sin(\text{式}) - \sin(\text{式})$ のような差があるとき,3.5 微分法の応用,直接計算できない引き算を、$f'(c)$ という一つの塊に変換することで、はさみうちの原理などにつなげやすくする。
関数 $f(x)$ のグラフが「下に凸」であるための条件は？,$f''(x) ＞ 0$,3.5 微分法の応用,**「2回微分の符号」**を確認する。$f''(x) ＞ 0$ なら下に凸、$f''(x) ＜ 0$ なら上に凸になる。
$f''(x) = 0$ となり、その前後で $f''(x)$ の符号が変化する点を何というか。,変曲点（へんきょくてん）,3.5 微分法の応用,グラフの**「曲がり方」が切り替わる境界点**。増減表に $f''$ の行を追加して見つける。
方程式 $f(x) = a$ の異なる実数解の個数を調べる方針は？,$y = f(x)$ のグラフと直線 $y = a$ の共有点を調べる,3.5 微分法の応用,定数 $a$ を分離し、**「グラフを動かないもの（左辺）」と「水平な直線（右辺）」**に分けて視覚化する。
全ての $x$ で $f(x) \geqq 0$ であることを証明する方針は？,$f(x)$ の最小値を求め、それが 0 以上であることを示す,3.5 微分法の応用,**「一番低い点（最小値）が 0 以上」**なら、他の点も当然 0 以上であるという理屈を使う。
グラフを描く際、増減表以外に確認すべき重要な要素は？,漸近線（ぜんきんせん）,3.5 微分法の応用,$x \to \pm\infty$ や、分母が 0 になる付近の極限を調べ、**「グラフが近づいていく線」**を特定する。
$\int x e^x dx$ のように、「多項式 × 指数関数」の形はどう解くか。,部分積分法を用いる,4 積分法,$\int f g' = fg - \int f' g$ を使う方針。$x$ を微分側に、$e^x$ を積分側に割り当てると、$x$ が消えて計算が進む。
$\int \log x dx$ を計算する際、どのような工夫をするか。,「$1 \cdot \log x$」 と考えて部分積分する,4 積分法,$1$ を $x$ の微分（積分側）、$\log x$ を微分側にする。結果が $x \log x - x + C$ になる超重要パターン。
$\int \cos^2 x dx$ のように、三角関数の2乗を含む積分の方針は？,半角の公式で次数を下げる,4 積分法,$\cos^2 x = \frac{1+\cos 2x}{2}$ のように、2乗を「1次の 2x」に変形して積分する。$\sin^2 x$ も同様。
$\int \frac{1}{x^2-1} dx$ のように、分母が因数分解できる形は？,部分分数分解を行う,4 積分法,$\frac{1}{2}(\frac{1}{x-1} - \frac{1}{x+1})$ のようにバラすことで、$\log$ の積分公式が使える形に持ち込む。
$\int \tan x dx$ を求める際、どのように変形するか。,$\int \frac{\sin x}{\cos x} dx$ とし、分母の微分が分子の形にする,4 積分法,$(\cos x)' = -\sin x$ なので、$-\log \|\cos x\| +$ となる。$。$\frac{f'}{$ のパターンへの持ち込み。
$\int \sqrt{a^2-x^2} dx$ において推奨される置換は？,$x = a \sin \theta$ とおく,4 積分法,ルートの中身を $a^2(1-\sin^2 \theta) = a^2 \cos^2 \theta$ にして、ルートを外すための特殊な置換方針。
$\int \frac{1}{x^2+a^2} dx$ のような、分母が「2乗 ＋ 2乗」の形は？,$x = a \tan \theta$ と置換する,4 積分法,$1 + \tan^2 \theta = \frac{1}{\cos^2 \theta}$ の公式を利用して分母を消す方針。
$\int \sin^3 x dx$ のように、奇数乗の三角関数の積分は？,$\sin x \cdot \sin^2 x$ に分け、$\sin^2 x = 1 - \cos^2 x$ に直す,4 積分法,$\sin x (1 - \cos^2 x)$ とすれば、$\cos x = t$ とおく置換積分（$f'(x)$ が外にある形）に持ち込める。
$\int \frac{1}{\sqrt{a^2-x^2}} dx$ において推奨される置換は？,$x = a \sin \theta$ とおく,4 積分法,$a^2(1-\sin^2 \theta) = a^2\cos^2 \theta$ を作り、ルートを外す。前述の $\sqrt{a^2-x^2}$ とセットの方針。
$\int e^x \sin x dx$ のような「指数 × 三角」の積分は？,2回部分積分をして、元の形（$I$）を作る,4 積分法,2回微分すると元の関数に戻る性質を利用する。$I = (\dots) - I$ のような方程式にして $I$ を解く特殊な方針。
定積分において、置換積分（$x \to t$）を行う際に絶対に忘れてはいけないことは？,積分区間（範囲）の書き換え,4 積分法,$x$ の範囲を $t$ の範囲へ変換する。これを忘れると全く別の計算になってしまう。
$\int_{-a}^{a} f(x) dx$ において、 $f(x)$ が「奇関数」のときの値は？,$0$,4 積分法,"**「対称な範囲の積分」**の方針。奇関数（$\sin x, x^3$ など）なら 0、偶関数（$\cos x, x^2$ など）なら $2\int_{0}^{a}$ になる性質を利用する。"
定積分で定義された関数 $\frac{d}{dx} \int_{a}^{x} f(t) dt$ の結果は？,$f(x)$,4 積分法,**「定積分と導関数」**の関係。積分して微分すると元に戻る。上端が $x$ で下端が定数なら、中身の $t$ を $x$ に変えるだけ。
$\lim_{n \to \infty} \frac{1}{n} \sum_{k=1}^{n} f(\frac{k}{n})$ を定積分で表すと？,$\int_{0}^{1} f(x) dx$,4 積分法,**「区分求積法（くぶんきゅうせきほう）」**の方針。$\frac{k}{n}$ を $x$ に、$\frac{1}{n}$ を $dx$ に、$\sum$ を $\int_{0}^{1}$ に置き換える。
定積分を使って不等式 $\int_{a}^{b} f(x) dx \geqq \int_{a}^{b} g(x) dx$ を証明する基本方針は？,区間内で $f(x) \geqq g(x)$ であることを示す,4 積分法,グラフの上下関係がそのまま積分の大小関係になる性質を利用する。
定積分 $I = \int_{0}^{\pi/2} \sin^n x dx$ のような漸化式の形をどう解くか。,部分積分を使って $I_n$ と $I_{n-2}$ の関係式を作る,4 積分法,「ウォリス積分」と呼ばれる形。部分積分を 1 回行い、元の形に戻すことで次数を下げる方針をとる。
$\int \frac{1}{\cos x} dx$ のような、分母が $\cos$ 1次の積分は？,$\frac{\cos x}{\cos^2 x} = \frac{\cos x}{1-\sin^2 x}$ と変形,4 積分法,分母分子に $\cos x$ を掛けて $\sin x = t$ と置換する。最終的に部分分数分解に持ち込む超頻出の方針。
$\int \log(x+1) dx$ のように、中身が1次式の $\log$ は？,$x+1 = t$ と置換するか、$(x+1)' \log(x+1)$ とみる,4 積分法,$x \log(x+1)$ ではなく $(x+1) \log(x+1)$ が出るように部分積分を調整すると計算が劇的に楽になる。
$\int \sqrt{x^2+1} dx$ のような、厄介なルートの形は？,$x + \sqrt{x^2+1} = t$ と置く,4 積分法,「天下り的」だが有名な置換。微分すると $\frac{dt}{dx} = \frac{t}{\sqrt{x^2+1}}$ となり、パズルのように綺麗に解ける。
$\int \frac{1}{x^2-4} dx$ を求めよ。,$\frac{1}{4} \int (\frac{1}{x-2} - \frac{1}{x+2}) dx$,4 積分法,分母が因数分解できる分数は 「部分分数分解」。$(\log
$\int \frac{1}{1+\cos x} dx$ を求めよ。,$\frac{1-\cos x}{\sin^2 x}$ を掛けるか、半角の公式を使う,4 積分法,分母分子に $1-\cos x$ を掛けて分母を $\sin^2 x$ 1つにするか、$\cos x = 2\cos^2(x/2)-1$ で $1$ を消す方針。
$\int_{0}^{\pi} x \sin x dx$ を求めよ。,$[x(-\cos x)] - \int (-\cos x) dx$,4 積分法,「多項式 $\times$ 三角」は部分積分。$x$ を微分して消し去るのが狙い。
$\int_{0}^{a} \sqrt{a^2-x^2} dx$ の図形的意味は？,半径 $a$ の円の面積の $1/4$,4 積分法,置換積分で解けるが、「四分円の面積」 と気づけば $ \frac{1}{4}\pi a^2$ と一瞬で答えが出る。
$\int \frac{1}{\tan x} dx$ を求めよ。,$\log \|\sin x\| +$,4 積分法,$\frac{\cos x}{\sin x}$ と変形すると、「(分母の微分)が分子」 の形（$f'/f$）になるため、$\log$ に持ち込む方針。
$\int \frac{x}{x^2+1} dx$ を求めよ。,$\frac{1}{2}\log(x^2+1) + C$,4 積分法,分母 $x^2+1$ を微分すると $2x$ なので、強引に分子を $2x$ にして $f'/f$ 型 を作る方針。
$\int_{0}^{2\pi} \|\sin x\| $ の計算方針は？,"区間を $[0, \pi]$ と $[\pi, 2\pi]$ に分ける",4 積分法,絶対値の中身の符号が変わる点 で積分を分割する。図形的には「山が2つ分」と気づけば、片方を2倍するだけで良い。
$\int \frac{1}{x^2+3} dx$ を求めよ。,$x = \sqrt{3}\tan\theta$ と置換する,4 積分法,分母が「$x^2 + a^2$」の形は $\tan$ 置換。$1+\tan^2\theta = 1/\cos^2\theta$ の公式を使って分母を消す。
2曲線 $y=f(x)$ と $y=g(x)$ で囲まれた面積 $S$ は？,$\int_{a}^{b} abs(f(x) - g(x)) dx$,4.5 積分法の応用,「(上の式) － (下の式)」 を積分する。グラフを描いて上下関係と交点を特定するのが最初の方針。
曲線 $y=f(x)$ を $x$ 軸まわりに回転させた体積 $V$ は？,$\int_{a}^{b} \pi \{f(x)\}^2 dx$,4.5 積分法の応用,断面が円（半径 $y$）なので、断面積 $\pi y^2$ を積み上げる という方針をとる。
曲線 $x=g(y)$ を $y$ 軸まわりに回転させた体積 $V$ は？,$\int_{c}^{d} \pi \{g(y)\}^2 dy$,4.5 積分法の応用,断面の半径が $x$ なので、$\pi x^2$ を $y$ で積分 する。$x^2$ を $y$ の式に書き換えるのがコツ。
"媒介変数 $x=f(t), y=g(t)$ で表される曲線の長さ $L$ は？",$\int_{\alpha}^{\beta} \sqrt{(x')^2 + (y')^2} dt$,4.5 積分法の応用,「三平方の定理の微小版」 を積分する方針。速度の大きさを時間で積分すると道のりになる。
