question,answer,chapter,explanation
液体中の成分を、適切な溶媒に移動させて分離する操作を何といいますか。,抽出,２ 同素体,特定の成分だけをよく溶かす溶媒を用いて取り出す操作です（例：お茶の抽出など）。
物質を構成する粒子が、その熱エネルギーによって不規則に飛び回ったり振動したりする運動を何といいますか。,熱運動,２ 同素体,すべての粒子は温度に応じた運動を行っており、温度が高いほど激しくなります。
絶対零度（-273℃）において、粒子の熱運動は（ ）すると考えられている。,停止,２ 同素体,理論上、絶対零度ではすべての粒子の熱運動が停止（最小の状態に）すると定義されています。
インクの成分をろ紙などを用いて分離する方法を何といいますか。,クロマトグラフィー/ペーパークロマトグラフィー,２ 同素体,物質が移動する際の、吸着剤へのつきやすさ（吸着力）の差などを利用して分離します。
ダイヤモンドの結晶において、1個の炭素原子は何個の炭素原子と共有結合していますか。,4個,２ 同素体,炭素の4つの価電子すべてを使い、正四面体構造の強固な立体網目状構造を作ります。
同素体のうち、斜方硫黄・単斜硫黄・ゴム状硫黄を比較したとき、二硫化炭素に溶けないものはどれですか。,ゴム状硫黄,２ 同素体,斜方と単斜はS₈環状分子ですが、ゴム状は長い鎖状構造を持つため二硫化炭素には溶けません。
不純物を含んだ硝酸カリウムから、熱水に溶かした後に冷却して純粋な結晶を得る操作を何といいますか。,再結晶,２ 同素体,温度による溶解度の変化を利用して、不純物を取り除き純粋な結晶を取り出す操作です。
酸素に紫外線を照射したり、無声放電を行ったりすることで得られる同素体は何ですか。,オゾン/O3,２ 同素体,酸素(O₂)にエネルギーを加えることで、分子構造の異なるオゾン(O₃)が生成されます。
2種類以上の物質が、それぞれの性質を保ったまま混じり合っているものを（ ）という。,混合物,３ 純物質・混合物,混合物の沸点や融点は、成分の混合比によって変化するため一定ではありません。
他の物質が混じっていない、1種類の物質だけでできているものを（ ）という。,純物質,３ 純物質・混合物,純物質には、単体と化合物の両方が含まれます。融点・沸点・密度などは一定です。
酸素や窒素などの純物質が約4：1で混じり合っている、身近な混合物は（ ）である。,空気,３ 純物質・混合物,空気は窒素(約78%)、酸素(約21%)、アルゴン、二酸化炭素などの混合物です。
海水、塩酸、石油、牛乳は、いずれも（ ）に分類される物質である。,混合物,３ 純物質・混合物,塩酸は塩化水素（純物質）と水（純物質）の混合物であることに注意が必要です。
ダイヤモンド、ドライアイス、塩化ナトリウムは、いずれも（ ）に分類される。,純物質,３ 純物質・混合物,"化学式（C, CO₂, NaClなど）で1つに表せるものは純物質です。"
混合物のうち、2種類以上の金属が溶け合ってできたものを（ ）という。,合金,３ 純物質・混合物,ステンレス、青銅（ブロンズ）、真鍮（ブラス）などが代表例です。
純物質をさらに分類すると、1種類の元素からなる（ ）と、2種類以上の元素からなる化合物に分けられる。,単体,３ 純物質・混合物,例：水素(H₂)は単体、水(H₂O)は化合物ですが、どちらも純物質です。
純物質の性質として、融点や沸点、密度などの数値が（ ）であることが挙げられる。,一定/不変,３ 純物質・混合物,これに対し、混合物は混ざり具合によってこれらの数値が変動します。
水道水、ガソリン、食酢のうち、純物質はどれですか。,なし/１つもない,３ 純物質・混合物,すべて混合物です。水道水（水＋消毒剤等）、ガソリン（炭化水素の混合物）、食酢（酢酸＋水）です。
混合物を純粋な物質に分けるための物理的な操作の総称を（ ）という。,分離/精製,３ 純物質・混合物,ろ過、蒸留、抽出などはすべて、混合物を純物質に分けるための「分離」操作です。
「海水」を加熱して蒸気を作り、それを冷却して「純粋な水」を得る操作を何といいますか。,蒸留,３ 純物質・混合物,沸点の違いを利用して、溶液から溶媒（水）を分離して回収する方法です。
原油からガソリンや灯油などを、沸点の違いによって切り分けて取り出す操作を特に何といいますか。,分留/分別蒸留,３ 純物質・混合物,沸点が近い複数の液体混合物を、温度域ごとに分けて回収する蒸留の応用操作です。
砂の混じった食塩水から「砂」だけを取り除くのに最も適した操作は何ですか。,ろ過,３ 純物質・混合物,砂は水に溶けないため、粒子がろ紙の目を通らないことを利用して分離します。
「アンモニア水」は純物質・混合物のどちらに分類されますか。,混合物,３ 純物質・混合物,アンモニア（純物質）と水（純物質）が混ざった溶液であるため、混合物です。
茶葉に熱湯を注いで、お茶の成分を取り出す操作を何といいますか。,抽出,３ 純物質・混合物,特定の成分だけを、よく溶かす溶媒（水やアルコール等）に溶かし出して分ける操作です。
不純物を含む硝酸カリウムから、溶解度の差を利用して純粋な結晶を得る操作を何といいますか。,再結晶,３ 純物質・混合物,温度による溶解度の変化を利用して、不純物を除き純粋な固体を取り出す精製法です。
物質が移動する際の「吸着のしやすさ」や「移動速度」の違いを利用して分離する方法を何といいますか。,クロマトグラフィー,３ 純物質・混合物,ペンのインクの成分分離などに使われる、高度な混合物の分離・精製手法です。
二酸化炭素、塩化ナトリウム、水はいずれも複数の元素からなる純物質ですが、これを（ ）という。,化合物,３ 純物質・混合物,2種類以上の元素が一定の割合で結合した純物質のことです。
「18金（金と銅などの合金）」は純物質・混合物のどちらに分類されますか。,混合物,３ 純物質・混合物,複数の金属が溶け合った「合金」は、化学的に結合しているわけではないため混合物です。
液体を加熱しても温度が一定にならず、上がり続ける物質は純物質・混合物のどちらですか。,混合物,３ 純物質・混合物,純物質は沸点が一定ですが、混合物は成分比によって沸点が変化し続けます。
物質には固体・液体・気体の3つの状態が存在する。これらを物質の（ ）という。,三態,４ 物質の三態・状態変化,温度や圧力の変化によって、物質はこの3つの状態間を行き来します。
液体が冷やされて固体に変わる現象を（ ）という。,凝固,４ 物質の三態・状態変化,逆に固体が液体になるのは「融解」です。
気体が冷やされて液体に変わる現象を（ ）という。,凝縮,４ 物質の三態・状態変化,逆に液体が気体になるのは「蒸発/気化」です。
固体が液体を経由せずに直接気体になる、またはその逆の現象を（ ）という。,昇華,４ 物質の三態・状態変化,ドライアイス、ヨウ素、ナフタレンなどが示す代表的な性質です。
固体が融解している間、加熱を続けても温度が一定に保たれる温度を（ ）という。,融点,４ 物質の三態・状態変化,加えられた熱エネルギーがすべて状態変化（結合を切ること）に使われるため温度が上がりません。
液体が沸騰している間の一定の温度を（ ）という。,沸点,４ 物質の三態・状態変化,沸点も融点と同様、状態変化の間は温度が一定になります。
物質を構成する粒子が、熱によって不規則に運動することを（ ）という。,熱運動,４ 物質の三態・状態変化,気体 ＞ 液体 ＞ 固体の順に、この運動は激しくなります。
固体・液体・気体のうち、粒子の熱運動が最も穏やかで、粒子が規則正しく並んでいる状態はどれか。,固体,４ 物質の三態・状態変化,粒子同士の引き合う力が熱運動に勝っている状態です。
液体がその表面だけでなく、内部からも気体へと変化する現象を（ ）という。,沸騰,４ 物質の三態・状態変化,液体の蒸気圧が外圧（大気圧など）と等しくなったときに起こります。
物質の状態変化のように、物質そのものは変化せず、状態だけが変わる変化を（ ）という。,物理変化,４ 物質の三態・状態変化,燃焼などのように、別の物質に変わる「化学変化」と区別されます。
物質を加熱した際、融解が始まってから終わるまで温度が一定に保たれるが、このとき吸収される熱を（ ）という。,融解熱,４ 物質の三態・状態変化,加えられた熱は温度を上げるためではなく、粒子の配列を崩す（状態変化）ために使われます。
加熱曲線において、液体がすべて気体へと変化する間に吸収される熱を（ ）という。,蒸発熱/気化熱,４ 物質の三態・状態変化,一般に、同じ物質であれば蒸発熱は融解熱よりもはるかに大きな値になります。
密閉容器内で液体が蒸発する速度と、蒸気が凝縮する速度が等しくなり、見かけ上変化が止まった状態を（ ）という。,気液平衡,４ 物質の三態・状態変化,この状態のときの蒸気が示す圧力が「蒸気圧」です。
富士山の山頂のように周囲の圧力が低い場所では、水の沸点は100℃よりも（ ）なる。,低く,４ 物質の三態・状態変化,外圧が低いと、より低い温度（小さな蒸気圧）で沸騰が始まるためです。
粒子の熱運動において、同じ温度であれば、質量が（ ）粒子ほど、その平均的な速度は速い。,小さい/軽い,４ 物質の三態・状態変化,粒子の平均運動エネルギーは温度だけで決まるため、軽い粒子ほど速く動く必要があります。
液体を静かに加熱した際、沸点に達しても沸騰せず、沸点以上の温度になる現象を（ ）という。,突沸/過加熱,４ 物質の三態・状態変化,この状態で刺激を与えると急激に沸騰して危険なため、沸騰石を入れて防ぎます。
固体物質の中で、粒子が規則正しく配列しているものを（ ）という。,結晶,４ 物質の三態・状態変化,逆に、ガラスやゴムのように規則的な配列を持たないものは「アモルファス/非晶質」と呼ばれます。
水の加熱曲線において、氷（固体）が融けている最中、容器内には氷と（ ）が共存している。,水/液体,４ 物質の三態・状態変化,状態変化が完了するまでは、2つの状態が混ざったまま温度が一定になります。
昇華しやすい物質の例として、ドライアイスやヨウ素のほかに、防虫剤として使われる（ ）がある。,ナフタレン,４ 物質の三態・状態変化,特有の臭いを持つ白い固体で、液体にならずに直接気体になります。
0℃の氷1kgと0℃の水1kgを比べたとき、持っているエネルギー（熱含量）が大きいのはどちらですか。,水/0℃の水,４ 物質の三態・状態変化,固体から液体に変わる際に融解熱を吸収しているため、同じ温度でも液体の方がエネルギーが高いです。
一般に、同一物質の密度が最も大きい状態は固体・液体・気体のうちどれか。,固体,４ 物質の三態・状態変化,粒子が最も密に詰まっているためですが、「水（氷）」だけは例外で液体の方が密度が大きいです。
液体から気体への状態変化において、沸点に達する前でも液体の表面から起こる現象を何というか。,蒸発,４ 物質の三態・状態変化,沸騰は内部からも起こりますが、蒸発はどんな温度でも表面から常に起こっています。
沸騰石には小さな穴がたくさん開いているが、これによって（ ）の核を作り、突沸を防いでいる。,気泡/泡,４ 物質の三態・状態変化,穴の中の空気が加熱され、泡となって出ることで穏やかな沸騰を促します。
0℃の氷を加熱して0℃の水にするとき、加えられた熱エネルギーは（ ）を弱めるために使われる。,分子間力/結合,４ 物質の三態・状態変化,粒子の熱運動の速度（温度）を上げるのではなく、粒子の配列を崩すために使われます。
ヨウ素の固体（黒紫色）を加熱して生じる気体の色は（ ）色である。,紫/赤紫,４ 物質の三態・状態変化,昇華によって生じるヨウ素蒸気は、非常に鮮やかな紫色をしています。
物質の状態が変化しても、その物質を構成する（ ）の種類や数は変化しない。,粒子/原子/分子,４ 物質の三態・状態変化,粒子の「並び方」や「運動の激しさ」が変わるだけで、中身自体は変わりません。
固体・液体・気体の三相が共存し、平衡状態にある点を何というか。,三重点,４ 物質の三態・状態変化,水の場合、0.01℃、0.006気圧という極めて限定された条件で存在します。
気体を圧縮してもこれ以上の温度では絶対に液化しないという温度を何というか。,臨界温度,４ 物質の三態・状態変化,この温度以上で、液体と気体の区別がつかなくなった状態を「超臨界流体」と呼びます。
水の状態図において、融解曲線（固液境界線）の傾きは正・負どちらか。,負,４ 物質の三態・状態変化,氷に圧力をかけると融点が下がる（＝水になる）ため、水特有の左上がりのグラフになります。
密閉容器内で液体が蒸発する際、単位時間あたりの蒸発分子数と凝縮分子数が等しくなったときの圧力を何というか。,飽和蒸気圧/蒸気圧,４ 物質の三態・状態変化,温度が高くなるほど分子の熱運動が激しくなるため、蒸気圧は大きくなります。
分子間力の非常に弱い物質を極低温まで冷やした際、粒子の熱運動よりも（ ）エネルギーの影響が無視できなくなる。,零点,４ 物質の三態・状態変化,量子力学的な概念で、絶対零度でも粒子が持つ最小限の振動エネルギーのことです。
物質を構成する最小の粒子を（ ）という。,原子,５ 原子の構造,19世紀初めにドルトンによって提唱された概念です。
原子の中心にあり、正の電荷を帯びた部分を（ ）という。,原子核,５ 原子の構造,原子核は陽子と中性子からなり、原子の質量の大部分がここに集中しています。
原子核を構成する粒子のうち、正の電荷を持つものを（ ）という。,陽子,５ 原子の構造,1個につき＋1の電荷を持ち、この数が元素の種類（原子番号）を決めます。
原子核を構成する粒子のうち、電荷を持たないものを（ ）という。,中性子,５ 原子の構造,質量は陽子とほぼ同じです。これの数が変わると同位体になります。
原子核の周囲に存在し、負の電荷を持つ粒子を（ ）という。,電子,５ 原子の構造,1個につきー1の電荷を持ちます。質量は陽子の約1840分の1と極めて小さいです。
元素の性質を示す「原子番号」は、原子核に含まれる（ ）の数と一致する。,陽子,５ 原子の構造,電気的に中性な原子では、電子の数とも一致します。
原子の「質量数」は、陽子の数と（ ）の数の和で表される。,中性子,５ 原子の構造,電子の質量は無視できるほど小さいため、核にある粒子の合計が質量数になります。
原子番号が同じで、中性子の数が異なるため質量数が異なる原子同士を（ ）という。,同位体/アイソトープ,５ 原子の構造,化学的性質はほぼ同じですが、質量などの物理的性質が異なります。
電子が入る層（電子殻）のうち、原子核に最も近い層を（ ）という。,K殻,５ 原子の構造,内側からK殻、L殻、M殻、N殻…の順に名前がついています。
K殻、L殻、M殻に収容できる電子の最大数は、それぞれ2個、（ ）個、18個である。,8/8,５ 原子の構造,$n$番目の電子殻には最大 $2n^2$ 個の電子が入ることができます。
原子の一番外側の電子殻にある電子を（ ）という。,最外殻電子,５ 原子の構造,これの数が周期表の「族（1の位）」に対応します。
最外殻電子のうち、他の原子との結合や反応に関与する電子を（ ）という。,価電子,５ 原子の構造,希ガス（18族）の場合、最外殻電子は8個（ヘリウムは2個）ですが、価電子は0個と数えます。
各元素の同位体の相対質量に、その（ ）を掛け合わせて平均した値を原子量という。,存在比/存在割合,５ 原子の構造,周期表に書かれている数値（H=1.01など）は、この平均値です。
原子が最外殻電子を放出して、正の電荷を帯びた粒子になったものを（ ）という。,陽イオン,５ 原子の構造,金属元素は電子を放出して陽イオンになりやすい性質があります。
原子が電子を受け取って、負の電荷を帯びた粒子になったものを（ ）という。,陰イオン,５ 原子の構造,非金属元素は電子を取り込んで陰イオンになりやすい性質があります。
原子がイオンになるとき、最も安定した電子配置をもつ（ ）と同じ電子配置になろうとする。,希ガス/18族元素,５ 原子の構造,ネオンやアルゴンのように、最外殻が満たされた安定な状態を目指します。
陽イオンになるために必要な最小のエネルギーを（ ）エネルギーという。,イオン化,５ 原子の構造,この値が小さいほど、陽イオンになりやすい（電子を放出しやすい）ことを示します。
原子が電子1個を受け取って、1価の陰イオンになるときに放出されるエネルギーを（ ）という。,電子親和力,５ 原子の構造,この値が大きいほど、陰イオンになりやすいことを示します。
質量数12の炭素原子1個の質量を（ ）とし、これを基準とした各原子の質量を相対質量という。,12,５ 原子の構造,現在の原子量の基準は $^{12}\mathrm{C} = 12$ です。
塩素には相対質量35と37の同位体が存在するが、これらを区別せず平均した質量を塩素の（ ）という。,原子量,５ 原子の構造,塩素の原子量は約35.5です。
ナトリウム原子（電子数11）が1個の電子を失ってできるイオンの電子配置は、（ ）原子と同じである。,ネオン/Ne,５ 原子の構造,電子数が10個になり、18族のネオンと同じ安定な配置になります。
電子殻のうち、M殻まで電子がすべて埋まったときに収容されている電子の合計数は（ ）個である。,28,５ 原子の構造,K(2) + L(8) + M(18) = 28個となります。
同周期の元素では、原子番号が大きくなるほど原子半径は（ ）なる。,小さく,５ 原子の構造,陽子数が増えて核の正電荷が強まり、電子をより強く引きつけるためです。
第一イオン化エネルギーが周期表の右上で最大になるのは、（ ）族元素である。,希ガス/18,５ 原子の構造,電子配置が極めて安定しており、電子を1個取り去るのに多大なエネルギーを要するためです。
原子が電子1個を受け取って1価の陰イオンになるときに放出されるエネルギーを（ ）という。,電子親和力,５ 原子の構造,この値が大きいほど、陰イオンになりやすいことを示します。
電子配置が同じイオン（等電子構造）では、原子番号が大きいほどイオン半径は（ ）なる。,小さく,５ 原子の構造,電子数が同じでも陽子数が多いほど、核の引力によって電子殻が強く引き締められるためです。
周期表の3〜11族に属し、最外殻電子数が1〜2個で隣り合う元素と性質が似ている元素を（ ）という。,遷移元素,５ 原子の構造,内側の電子殻（d軌道など）に電子が充填されていくため、最外殻の数が変化しにくいのが特徴です。
塩素の同位体35Cl（相対質量35）と37Cl（同37）が3:1で存在するとき、平均の（ ）は約35.5となる。,原子量,５ 原子の構造,(35×0.75) + (37×0.25) = 35.5 という計算で求められます。
マグネシウムイオン Mg²⁺ は、原子番号10番の（ ）と同じ電子配置をもつ。,ネオン/Ne,５ 原子の構造,Mg（12番）が電子を2個失うことで、安定なネオンの配置になります。
1族のアルカリ金属において、原子番号が大きくなるほどイオン化エネルギーは（ ）なる。,小さく,５ 原子の構造,電子殻の数が増えて最外殻電子が核から遠ざかるため、引き離しやすくなるからです。
ハロゲン（17族）の中で、最も電子親和力が大きく、陰イオンになりやすい元素は（ ）である。,塩素/Cl,５ 原子の構造,塩素は電子を受け取って安定化する際のエネルギー放出が大きく、反応性に富みます。
第3周期の元素（Na〜Ar）の中で、最も原子半径が大きいのは（ ）である。,ナトリウム/Na,５ 原子の構造,同じ周期の中で最も核の電荷（陽子数）が少なく、電子を引きつける力が相対的に弱いためです。
BeとBの第一イオン化エネルギーを比較したとき、値が大きいのはどちらですか。,ベリリウム/Be,５ 原子の構造,Beはs軌道が満たされており比較的安定なため、Bよりも電子1個を取り去るのに大きなエネルギーを要します（逆転現象）。
同じ周期で隣り合う元素同士の性質がよく似ている、3〜11族の金属元素を（ ）という。,遷移元素,５ 原子の構造,最外殻電子ではなく内側の電子殻に電子が充填されるため、横並びで性質が似るのが特徴です。
"水素の同位体(1H, 2H, 3H)の組み合わせでできる水分子(H2O)は、質量の異なるものが何種類存在するか。",6種類,５ 原子の構造,"(1,1), (1,2), (1,3), (2,2), (2,3), (3,3) の質量組み合わせが存在します（酸素が1種類の場合）。"
"遷移元素が様々な価数（Fe2+, Fe3+など）のイオンを作りやすいのは、最外殻のほかに（ ）の電子も反応に関わるためか。",内側/電子殻/d軌道,５ 原子の構造,最外殻とその内側のエネルギー差が小さいため、複数の電子が反応に関与できます。
AlやZnのように、強酸とも強塩基とも反応して水素を発生する元素を（ ）という。,両性元素,５ 原子の構造,金属と非金属の境界付近に位置し、両方の性質を併せ持つ元素です。
希ガス（18族）の電子親和力は、他の元素に比べてどのような値をとるか。,ほぼ0/極めて小さい,５ 原子の構造,すでに安定な電子配置（閉殻）を持っており、電子を受け取って安定化する余地がないためです。
原子番号1〜36の中で、最外殻電子が「1個」である原子は何種類存在するか。,6種類,５ 原子の構造,"1族のH, Li, Na, Kに加えて、電子配置が例外的な遷移元素のCr(24)とCu(29)の計6種です。"
等電子構造（Neと同じ配置など）の粒子では、原子番号が（ ）ほど第一イオン化エネルギーは大きくなる。,大きい,５ 原子の構造,核の陽子数が多いほど、同じ配置の電子をより強く引きつけるため、引き離しにくくなります。
"Zn, Cd, Hgの12族元素が典型元素に分類される主な理由は、（ ）軌道が電子で完全に満たされているためか。",d/内側,５ 原子の構造,内側の電子殻が満たされており、遷移元素特有の性質（複数の価数など）を示しにくいためです。
ナトリウム(11)〜塩素(17)の単体のうち、常温で「分子」を作らずに共有結合の巨大な結晶として存在するのはどれか。,ケイ素/Si,５ 原子の構造,Siはダイヤモンドと同様の正四面体構造による網目状の巨大分子（結晶）を作ります。
原子番号が同じで、中性子の数が異なるもの同士を（ ）という。,同位体/アイソトープ,６ 同位体,化学的性質はほぼ同じですが、質量数（重さ）が異なります。
同位体同士で、互いに「等しい」数は、陽子の数と（ ）の数である。,電子,６ 同位体,原子番号が同じであれば、中性な原子の電子数も同じになります。
原子核が不安定で、放射線を放出して他の原子へと崩壊する同位体を（ ）という。,放射性同位体/ラジオアイソトープ,６ 同位体,医療での診断や治療、年代測定などに利用されます。
放射性同位体が崩壊して、その数が元の半分になるまでの時間を（ ）という。,半減期,６ 同位体,物質の種類ごとに決まっており、周囲の温度や圧力には影響されません。
炭素の同位体 14C は、約5730年の半減期を利用して何の測定に用いられますか。,年代測定/古生物の年代,６ 同位体,化石や土器に含まれる 14C の割合を調べることで、いつのものか推定できます。
水素の同位体で、中性子を1個持つものを（ ）という。,重水素/デューテリウム,６ 同位体,質量数は2になります。中性子を2個持つものは「三重水素（トリチウム）」です。
元素の（ ）とは、天然に存在する同位体の相対質量に存在比を掛けて平均した値である。,原子量,６ 同位体,多くの元素は天然で複数の同位体が一定の割合で混ざっています。
12Cを12としたときの各原子の質量の値を（ ）という。,相対質量,６ 同位体,同位体それぞれの重さを表す数値で、単位はありません。
酸素の同位体 16O、17O、18O のうち、天然に最も多く存在するのはどれか。,16O,６ 同位体,天然の酸素の約99.8%が 16O です。
同位体が存在しても、その元素の（ ）的性質はほとんど変わらない。,化学,６ 同位体,化学的性質は「価電子の数」で決まるため、中性子の数は影響しません。
天然に存在する同位体の割合（％）を（ ）という。,存在比/存在割合,６ 同位体,多くの元素において、この比率は地球上どこでもほぼ一定であるとされています。
原子番号が同じで中性子数が異なるものを「同位体」と呼ぶのに対し、同じ元素の単体で性質が異なるものを（ ）という。,同素体,６ 同位体,同位体（原子レベル）と同素体（単体レベル）の区別は、試験での超頻出ひっかけです。
放射性同位体から放出される放射線のうち、ヘリウムの原子核の流れを（ ）線という。,アルファ/α,６ 同位体,放射線には他にベータ（β）線、ガンマ（γ）線などがあり、それぞれ透過力が異なります。
放射性同位体 60Co（コバルト60）から放出される放射線は、主に医療器具の（ ）などに利用される。,殺菌/滅菌,６ 同位体,強力なガンマ線を放出し、熱に弱い医療器具などの殺菌に用いられます。
ある元素の同位体 A（相対質量 10.0、存在比 20%）と B（相対質量 11.0、存在比 80%）があるとき、この元素の原子量はいくらか。,10.8,６ 同位体,(10.0×0.2) + (11.0×0.8) = 2.0 + 8.8 = 10.8 となります。
陽子の数が同じであれば、同位体同士の（ ）半径はほぼ等しい。,原子,６ 同位体,半径は電子配置によって決まるため、中性子の数には左右されません。
炭素の同位体 14C の中性子の数はいくつですか。,8個,６ 同位体,質量数14 － 原子番号6（陽子数） ＝ 8個 です。
放射性同位体の半減期が2回経過したとき、元の放射性同位体の量は最初の（ ）倍になる。,1/4/0.25,６ 同位体,1/2 の 2乗、つまり 1/4 に減少します。
水素の同位体 3H（トリチウム）は、原子核の中に（ ）個の中性子を持っている。,2個,６ 同位体,質量数3 － 陽子1 ＝ 2個 です。重水素(2H)と混同しないよう注意しましょう。
物理的性質（密度や沸点など）がわずかに異なる同位体の性質を利用して、特定の同位体を濃縮することを（ ）という。,同位体分離,６ 同位体,ウラン濃縮などが代表的な例です。
原子量10.8のホウ素に、相対質量10と11の同位体があるとき、11Bの存在比は何％か。,80%,６ 同位体,$10x + 11(1-x) = 10.8$ を解くと $x=0.2$。11Bは $(1-x)$ なので80%です。
相対質量35と37の塩素原子があるとき、これらが組み合わさってできる塩素分子 Cl2 の質量数は何通りあるか。,3通り,６ 同位体,"35+35=70, 35+37=72, 37+37=74 の3パターンが存在します。"
放射性同位体の量が元の 1/8 になるのは、半減期の（ ）倍の時間が経過したときである。,3,６ 同位体,$(1/2)^3 = 1/8$ なので、半減期3回分です。
電子が収容される原子核のまわりの層を（ ）という。,電子殻,７ 電子配置,内側からK殻、L殻、M殻、N殻…と呼ばれます。
$n$ 番目の電子殻に収容できる電子の最大数はいくつですか。,$2n^2$/$2n^2$ 個,７ 電子配置,例えばL殻（$n=2$）なら、$2 \times 2^2 = 8$ 個となります。
電子殻が最大数の電子で満たされている状態を（ ）という。,閉殻,７ 電子配置,閉殻の状態はエネルギー的に非常に安定しています。
最も外側の電子殻にある電子を（ ）という。,最外殻電子,７ 電子配置,周期表の族（1の位）の数と一致します。
最外殻電子のうち、他の原子との結合に関与する電子を（ ）という。,価電子,７ 電子配置,反応性を決める重要な電子です。希ガスの場合は0個と数えます。
原子番号18のアルゴン（Ar）の価電子の数はいくつですか。,0/0個,７ 電子配置,希ガスは安定しており、他の原子と結合しにくいため価電子は0とします。
1つの電子殻に電子が入りきらず、新しい電子殻に電子が入り始めることを（ ）という。,電子配置,７ 電子配置,原子の種類ごとに、どの殻に何個電子が入るかが決まっています。
L殻に収容できる電子の最大数は（ ）個である。,8/8個,７ 電子配置,$2 \times 2^2 = 8$ です。
