question,answer,chapter,explanation
ヒトは暗い部屋から急に明るいところに出ると、瞳孔が縮小する。,〇,1 共通テストの過去問,急に強い光が入ると、目に入る光量を制限するために、自律神経の働きにより瞳孔が縮小する（対光反射）。
ヒトのひざ関節の下の腱を軽くたたくと、反射によりひざから下がはねあがる。,〇,1 共通テストの過去問,これは「膝蓋腱反射」と呼ばれる伸張反射（脊髄反射）の一種である。
光発芽種子に遠赤色光を照射すると、発芽が促進される。,×,1 共通テストの過去問,光発芽種子（レタスなど）は赤色光（約660 nm）を受容すると発芽が促進され、遠赤色光（約730 nm）を受容すると発芽が抑制される。
長日植物に光中断の処理を行うと、花芽の形成が促進される。,〇,1 共通テストの過去問,長日植物は限界暗期より短い暗期があると花芽を形成する。長い暗期の途中に光を照射する「光中断（夜間照明）」を行うと、暗期が分断されて短くなるため、花芽形成が促進される。
個体数の減少に伴い遺伝的多様性が低下すると、近交弱勢が起こりにくくなる。,×,1 共通テストの過去問,遺伝的多様性が低下すると、有害な潜性（劣性）遺伝子がホモ接合化しやすくなり、生存力や繁殖力が低下する「近交弱勢」が起こりやすくなる。
農地において作物に吸収されなかった窒素肥料が流出すると、河口付近の水中の窒素濃度が減少する。,×,1 共通テストの過去問,吸収されなかった窒素肥料が流出すると、周辺の河川や河口付近に流れ込み、水中の窒素濃度が増加して富栄養化の原因となる。
人間が作った特定の物質が、生物濃縮により消費者よりも生産者の体内において高い濃度で蓄積する。,×,1 共通テストの過去問,生物濃縮では、食物連鎖を通じて高次の消費者の体内ほど、特定の物質が高濃度で蓄積していく。
海洋の沿岸で富栄養化により赤潮が発生すると、水生生物が大量死しやすくなる。,〇,1 共通テストの過去問,窒素やリンなどの増加（富栄養化）によってプランクトンが異常発生して赤潮となり、水中の酸素欠乏や毒素によって魚介類などの水生生物が大量死することがある。
神経が刺激の強さの情報を伝える仕組みにおいて、刺激が強くなるとニューロンの束の中で興奮するニューロンの数は増加する。,〇,1 共通テストの過去問,刺激が強くなると、興奮するニューロンの数（動員されるニューロン数）が増加することで強さの情報が脳に伝わります。
神経が刺激の強さの情報を伝える仕組みにおいて、刺激が強くなると個々のニューロンにおける興奮の頻度（活動電位の発生頻度）は増加する。,〇,1 共通テストの過去問,神経は、活動電位の「大きさ（振幅）」を変えるのではなく、「発生頻度（パルス頻度）」を変化させることで刺激の強弱を伝えます。
神経が刺激の強さの情報を伝える仕組みにおいて、刺激が強くなると個々のニューロンにおける興奮の伝導速度が速くなる。,×,1 共通テストの過去問,興奮の伝導速度は、軸索の太さや有髄・無髄の別など繊維の物理的性質によって決まり、入力された刺激の強さによって速度自体が変化することはありません。
神経が刺激の強さの情報を伝える仕組みにおいて、刺激が強くなると個々のニューロンにおける活動電位の大きさが大きくなる。,×,1 共通テストの過去問,活動電位には「全か無かの法則」が働くため、閾値以上の刺激であれば活動電位の大きさ（振幅）は常に一定であり、強くなっても大きくなりません。
mRNAの塩基配列によって、そのmRNAから翻訳されるタンパク質の一次構造（アミノ酸配列）が決まる。,〇,1 共通テストの過去問,タンパク質の一次構造とはアミノ酸配列のことであり、これはmRNAのコドン配列（塩基配列）によって忠実に決定されます。
翻訳に使われるアミノ酸は、tRNAのアンチコドンに直接結合して運ばれる。,×,1 共通テストの過去問,アミノ酸が結合するのは、tRNAの3'末端（アミノ酸受容基）であり、アンチコドン部分ではありません（アンチコドンはmRNAのコドンと相補的に結合する部位です）。
タンパク質は、多数のアミノ酸がカルボキシ基と側鎖の間でペプチド結合を形成することでつくられる。,×,1 共通テストの過去問,ペプチド結合は、隣り合うアミノ酸の「アミノ基（$-\text{NH}_2$）」と「カルボキシ基（$-\text{COOH}$）」の間で水分子が取れて形成されます。アミノ酸の側鎖の間でつくられるものではありません。
タンパク質が折りたたまれる過程で、多数のヘリックス構造がシート状に並ぶことで、シート構造（βシート）が形成される。,×,1 共通テストの過去問,βシート（シート構造）は、ポリペプチド鎖が平行または反平行に並んで水素結合を形成した二次構造であり、αヘリックス（ヘリックス構造）が並んでできるものではありません。
タンパク質の四次構造は、一つのポリペプチド鎖内で三次構造が立体的に組み合わさった構造である。,×,1 共通テストの過去問,四次構造は、「複数の」ポリペプチド鎖（サブユニット）が一定の立体配置で結合して形成される複合体構造を指します。一つのポリペプチド鎖が立体的に折りたたまれたものは三次構造です。
一部のタンパク質は、生体膜の脂質二重層を貫通した状態で存在する。,〇,1 共通テストの過去問,膜貫通型タンパク質（受容体やチャネルなど）は、疎水性のアミノ酸領域を多く持ち、脂質二重層を貫通して安定に存在します。
アミノ酸は窒素を含んでいるため、呼吸基質として用いられることはない。,×,1 共通テストの過去問,アミノ酸は、脱アミノ反応を経て有機酸となり、クエン酸回路などに入ることで呼吸基質としてエネルギー（ATP）産生に利用されます。
ある生態系において、捕食者が特定の被食者のみを食物としている場合、両者の個体数が一定の周期などで変動しながら共存することがある。,〇,1 共通テストの過去問,ロトカ・ヴォルテラの方程式で表されるように、一対一の捕食・被食関係において、互いの個体数が連動して増減を繰り返しながら共存する現象が見られます。
生活空間が同じであっても、異なる種類の食物を摂取できる（食い分けができる）場合、複数の生物種が共存することが可能である。,〇,1 共通テストの過去問,これを「ニッチ（生態的地位）の分割（分化）」と呼び、同じ空間で他種と競争を避けて共存する重要な仕組みです。
複数の生物種において、ニッチ（生態的地位）の重なりが大きいほど、種間の競争が緩和されて共存しやすくなる。,×,1 共通テストの過去問,ニッチの重なりが大きいほど、限られた資源をめぐる競争（生態的競争）が激しくなり、最終的に一方の種が駆逐される（競争排除の原理）ため、共存しにくくなります。
競争の結果、生活空間が垂直方向や水平方向にずれる（棲み分けが行われる）ことで、複数種が共存することがある。,〇,1 共通テストの過去問,これを「棲み分け」と呼び、ニッチをずらすことで競争を回避し、共存する仕組みの一つです。
アフリカツメガエルの卵形成において、一つの卵原細胞は減数分裂を経て、最終的に一つの卵と四つの極体を生じる。,×,1 共通テストの過去問,一つの卵原細胞（1回の減数分裂）からは、最終的に「1つの卵」と「3つの極体」（第一極体から2つ、第二極体から1つ。ただし第一極体が分裂しない場合は合計2つの極体）が生じます。四つの極体にはなりません。
アフリカツメガエルの卵形成において、第一極体には、G1期の卵原細胞と同量のDNAが含まれる。,〇,1 共通テストの過去問,G1期の卵原細胞のDNA量を $2c$ とすると、DNA複製後の一次卵母細胞は $4c$ となります。第一分裂で均等に分配されるため、第一極体と二次卵母細胞にはそれぞれ $2c$ ずつ含まれ、これはG1期卵原細胞と同量になります。
アフリカツメガエルの卵形成における一次卵母細胞には、卵の4倍量のDNAが含まれ、その核相は4nである。,×,1 共通テストの過去問,一次卵母細胞はDNAが複製されて卵（DNA量 $c$）の4倍量（$4c$）のDNAを含みますが、相同染色体はまだ分離していないため、核相（ゲノムのセット数）は $2n$（二倍体）です。$4n$ ではありません。
アフリカツメガエルの卵形成における二次卵母細胞の核相はnであり、そこにはG1期の卵原細胞と同量のDNAが含まれる。,〇,1 共通テストの過去問,第一分裂が終了した二次卵母細胞は、相同染色体が分離しているため核相は $n$（一倍体）です。一方、各染色体はまだ2本の染色分体からなるため、DNA量はG1期卵原細胞（$2c$）と同量の $2c$ を維持しています。
解糖系において、ATPが合成される量よりも消費される量のほうが多い。,×,1 共通テストの過去問,解糖系では、1分子のグルコースあたり2分子のATPが消費され、4分子のATPが合成される。したがって、全体としてはATPは消費量よりも合成される量のほうが多い（差し引き2分子のATPが純増する）。
アルコール発酵においては、解糖系で生じたNADHの酸化に伴いATPが合成される。,×,1 共通テストの過去問,アルコール発酵におけるNADHの酸化（ピルビン酸からエタノールへの還元）の段階では、ATPは合成されない。ATPは解糖系の過程のみで合成される。
クエン酸回路では、NADHが生成されるだけでなく、ATPも直接合成される。,〇,1 共通テストの過去問,クエン酸回路の反応過程では、高エネルギー電子伝達体であるNADH（やFADH2）が生成されるほか、基質レベルのリン酸化によってATP（またはGTP）も直接合成される。
呼吸の電子伝達系においては、ATPの合成に伴い二酸化炭素が生成される。,×,1 共通テストの過去問,電子伝達系では、酸素が水素イオンおよび電子と結合して水（H2O）が生成される。二酸化炭素（CO2）が放出されるのは、ピルビン酸の脱炭酸反応およびクエン酸回路の過程である。
生体膜における物質の選択的透過性は能動輸送のみで見られる性質であり、受動輸送では見られない。,×,1 共通テストの過去問,選択的透過性は、エネルギーを必要としない「受動輸送」（チャネルや担体を介した輸送）においても、特定のイオンや分子のみを通す性質として明確に存在する。
チャネルは受動輸送に関わり、担体（輸送体）は受動輸送に関わらない。,×,1 共通テストの過去問,チャネルだけでなく、担体（輸送体）も濃度勾配に従った「受動輸送（促進拡散）」に関わることがある（例：グルコース輸送体）。
生体膜の水の透過性は、特定の輸送タンパク質の働きにより高められる。,〇,1 共通テストの過去問,水分子は極性を持つため脂質二重層を通りにくいが、水チャネルである「アクアポリン」という特定の輸送タンパク質を介することで透過性が著しく高められる。
アクティブ輸送を行うポンプは、濃度勾配に逆らって物質を輸送することができない。,×,1 共通テストの過去問,ポンプは、ATPのエネルギーなどを利用して、濃度勾配に逆らって物質を輸送する「能動輸送」を行うタンパク質である。
アミノ酸は生体膜の脂質二重層を自由に透過するため、輸送タンパク質を介さずに細胞内に取り込まれる。,×,1 共通テストの過去問,アミノ酸は電荷や極性を持つ親水性物質であるため、疎水性の脂質二重層を自由に透過できない。細胞内への取り込みには、専用の輸送タンパク質（担体など）が必要である。
ニューロンの静止電位が生じている状態において、カリウムイオン（K+）濃度は細胞外よりも細胞内のほうが高い。,〇,1 共通テストの過去問,細胞膜に存在するナトリウムポンプの働きやカリウム漏洩チャネルの性質により、静止状態の細胞内はカリウムイオン（K+）濃度が細胞外に比べて常に高く維持されている。
ニューロンに閾値（いきち）以上の刺激を与えると活動電位が発生するが、刺激をさらに強くしても活動電位の大きさは変わらない。,〇,1 共通テストの過去問,刺激が閾値以上であれば、発生する活動電位の大きさは常に一定となる。これを「全か無かの法則（悉無律）」と呼ぶ。
ナトリウムチャネルを通して細胞外にナトリウムイオン（Na+）が流出すると、膜電位は急激に上昇する。,×,1 共通テストの過去問,刺激を受けるとナトリウムチャネルが開き、細胞外から細胞内へナトリウムイオン（Na+）が「流入」する。これにより細胞膜の内側が正に偏り、膜電位が急激に上昇（脱分極）する。
活動電位が最大値に達した後の膜電位の下降（再分極）には、電位依存性のカリウムチャネルが関与する。,〇,1 共通テストの過去問,電位が上昇すると電位依存性カリウムチャネルが開き、細胞内から細胞外へカリウムイオン（K+）が流出することで、膜電位は急速に下降して静止電位に戻る。
ナトリウムポンプは、ナトリウムイオン（Na+）だけでなく、カリウムイオン（K+）も能動輸送する。,〇,1 共通テストの過去問,ナトリウムポンプ（Na+/K+-ATPase）は、ATPのエネルギーを利用して、3分子のNa+を細胞外へ排出し、同時に2分子のK+を細胞内に取り込む。
骨格筋のサルコメア（筋節）の長さが短くなっても、暗帯（A帯）の長さは変化しない。,〇,1 共通テストの過去問,筋収縮の際、ミオシンフィラメントが存在する領域である「暗帯（A帯）」の長さは変化しない。変化する（短くなる）のは明帯（I帯）およびH帯である。
トロポニンにカルシウムイオン（Ca2+）が結合することで、アクチンとミオシンが結合できるようになる。,〇,1 共通テストの過去問,筋小胞体から放出されたCa2+がトロポニンに結合すると、トロポミオシンの位置がズレてアクチン上のミオシン結合部位が露出し、両者が結合できるようになる。
無酸素状態で筋収縮が起こることで解糖が起こり、哺乳類の筋細胞にはエタノールが蓄積する。,×,1 共通テストの過去問,動物の骨格筋において無酸素状態で解糖が進むと、ピルビン酸が還元されて「乳酸」が蓄積する（乳酸発酵）。エタノールが蓄積するのは酵母などが行うアルコール発酵である。
ATPがアクチンに直接結合することで、アクチンフィラメントはミオシンフィラメントの間に滑り込む。,×,1 共通テストの過去問,筋収縮においてATPが結合するのは、アクチンではなく「ミオシン頭部」である。ミオシンにATPが結合・加水分解されることで頭部が動き、アクチンをたぐり寄せる。
アクチンフィラメントとミオシンフィラメントが共に縮んで短くなることで、筋収縮が起こる。,×,1 共通テストの過去問,筋収縮は各フィラメント自体の長さが縮むのではなく、アクチンフィラメントがミオシンフィラメントの間に滑り込むことによって生じる（滑り説）。
筋肉の強縮は単収縮が頻回に重なり合ったものであり、その最大張力（大きさ）は単収縮と同じである。,×,1 共通テストの過去問,強縮は短い間隔で連続して刺激が与えられることで単収縮が重なり合った状態であり、そのときに発生する張力（収縮の大きさ）は、一回の刺激による単収縮よりも著しく大きくなる。
野生植物における有性生殖では、個体群密度が著しく低い場合に子孫を残しにくくなる。,〇,1 共通テストの過去問,有性生殖では受粉や受精のために配偶者（または花粉媒介者）を必要とするため、個体群密度が極端に低い環境下では、受粉確率が下がり子孫を残しにくくなる（アリー効果）。
野生植物における有性生殖では、親個体が持っている遺伝情報の全てがそのまま子個体に受け継がれる。,×,1 共通テストの過去問,有性生殖では減数分裂による遺伝子の組み換えや配偶子の接合が起こるため、子は両親の遺伝情報を半分ずつ受け継ぎ、多様な遺伝的構成を持つ。親の全遺伝情報がそのまま受け継がれるのは無性生殖（クローン）の特徴である。
野生植物が有性生殖を行うと、新たな病原菌の感染が広がっても、病気による子孫の全滅が起こりにくくなる。,〇,1 共通テストの過去問,有性生殖によって遺伝的多様性が高まるため、特定の病原菌に対して耐性を持つ個体が含まれる確率が上がり、集団の全滅（絶滅）を回避しやすくなる。
生物学において「動物」に分類されるすべての生物は、発生の過程で三つの胚葉（外胚葉・中胚葉・内胚葉）が形成される。,×,1 共通テストの過去問,カイメン（海綿動物門）は胚葉の形成が見られず、イソギンチャクやクラゲ（刺胞動物門）は外胚葉と内胚葉の二胚葉性である。三胚葉が形成されるのは、それらより複雑な体制を持つ左右相称動物以降である。
生物学において「動物」に分類されるすべての生物は、従属栄養生物である。,〇,1 共通テストの過去問,すべての動物（後生動物）は、外部の有機物を取り込んでエネルギーを得る「多細胞の従属栄養生物」である。
生物学において「動物」に分類されるすべての生物は、多細胞生物である。,〇,1 共通テストの過去問,すべての動物（後生動物）は多細胞生物である。かつて単細胞の「原生動物」と呼ばれた生物群は、現在では動物界（Metazoa）とは異なる系統に分類されている。
新しく生じた突然変異の多くは、生存に中立であっても集団全体に容易に広まり、固定される。,×,1 共通テストの過去問,新しく生じた突然変異のほとんどは、偶然による遺伝的浮動や自然選択の過程で、集団全体に広まることなく数世代のうちに消失（対立遺伝子が脱落）する。
生存や繁殖にとって有利でも不利でもない（中立な）突然変異であっても、遺伝的浮動によって集団全体に広まり、固定することがある。,〇,1 共通テストの過去問,自然選択がかからない中立な突然変異であっても、世代ごとの偶然の配偶（サンプリング誤差）を繰り返す中で、確率的に集団全体へ広まる（固定する）ことがある。
1回の突然変異に由来する対立遺伝子が集団全体に広まった（固定した）とき、その世代の全個体はその遺伝子座に関して共通の祖先を持つ。,〇,1 共通テストの過去問,特定の1コピーの突然変異遺伝子が集団内のすべての個体に共有されたということは、その遺伝子に関しては、全個体がかつてその変異を起こした一匹の共通祖先に由来していることを意味する。
遺伝子頻度のランダムな変動に与える遺伝的浮動の影響は、集団の規模が大きくなるほど大きくなる。,×,1 共通テストの過去問,遺伝的浮動（サンプリング誤差による偶然の変動）の影響は、集団の規模が「小さくなるほど」強く現れやすい。大集団では大数の法則が働くため、偶然による変動の割合は小さくなる。
原核生物のオペロンを構成する個々の遺伝子の転写は、それぞれ異なる調節タンパク質によって制御される。,×,1 共通テストの過去問,オペロンを構成する遺伝子群は、一連の転写単位としてまとめて転写されるため、同じ調節タンパク質によって一括して制御されます。
原核生物のオペロンを構成する個々の遺伝子は、それぞれ異なる種類のRNAポリメラーゼによって転写される。,×,1 共通テストの過去問,オペロンは1つのプロモーターからまとめて1本のmRNAとして転写されるため、同じRNAポリメラーゼによって転写されます。
原核生物における遺伝子発現の調節において、リプレッサーは、RNAポリメラーゼに直接結合して遺伝子の転写を抑制する。,×,1 共通テストの過去問,リプレッサーはRNAポリメラーゼに結合するのではなく、DNA上の塩基配列である「オペレーター」に結合することで、RNAポリメラーゼの進行を物理的に妨げ、転写を抑制します。
原核生物の遺伝子転写には、核内にある基本転写因子が必要である。,×,1 共通テストの過去問,原核生物には核膜で囲まれた「核」が存在しません。また、基本転写因子を必要とするのは主に真核生物の転写調節機構です。
原核生物における遺伝子発現の調節において、調節タンパク質は、オペレーターに結合して遺伝子の転写を制御する。,〇,1 共通テストの過去問,調節タンパク質（リプレッサーなど）は、プロモーターの近傍にあるオペレーター領域に特異的に結合することで、転写を制御します。
遺伝子重複によって生じた遺伝子の片方に突然変異が起こることで、もう一方の遺伝子が合成するタンパク質とは異なるアミノ酸配列のタンパク質が合成されるようになることがある。,〇,1 共通テストの過去問,遺伝子重複によってできた余剰な遺伝子は、選択圧が緩むため突然変異が蓄積しやすく、結果として新たな機能や異なるアミノ酸配列を持つタンパク質の合成につながることがあります。
遺伝子重複によって生じた遺伝子の片方の転写調節領域に突然変異が起こることで、その遺伝子はもう一方の遺伝子とは異なる組織で発現するようになることがある。,〇,1 共通テストの過去問,転写調節領域に変異が生じることにより、発現時期や発現する組織（空間的パターン）が変化し、異なる組織で特異的に機能するようになることがあります。
遺伝子重複によって生じた遺伝子の片方に突然変異が起こることでその遺伝子の働きが失われても、個体の生存にとって不利にならないことがある。,〇,1 共通テストの過去問,正常に機能するもう一方の遺伝子が存在（相補）しているため、重複した片方の働きが失われても生存に必要な最低限の機能は維持され、個体にとって不利にならないケースがあります。
ヒトを含む哺乳類の嗅細胞では、通常、1個の嗅細胞において複数種類の嗅覚受容体遺伝子が同時に発現している。,×,1 共通テストの過去問,通常、1個の嗅細胞では数ある嗅覚受容体遺伝子の中から「1種類のみ」が選択的に発現しています。
同じ種類の嗅覚受容体を発現する嗅細胞からの情報は、脳の一次中枢（嗅球）のそれぞれ異なる無数の場所をランダムに興奮させる。,×,1 共通テストの過去問,同じ種類の嗅覚受容体を発現する嗅細胞からの軸索は、嗅球内の「1か所（特定の糸球体）」に集約して結合し、そこを興奮させます。
ヒトの嗅覚受容体は極めて特異性が高く、1種類の嗅覚受容体は1種類の特定の匂い物質としか結合できない。,×,1 共通テストの過去問,1種類の嗅覚受容体は、化学構造の似た複数種類の匂い物質と結合することができます（ただし結合の強さは匂い物質ごとに異なります）。
日なたの光環境は葉陰と比較して、遠赤色光に対する赤色光の割合（R/FR比）が低い。,×,1 共通テストの過去問,葉陰では、葉のクロロフィルに赤色光が吸収され遠赤色光が透過するため、赤色光の割合が低くなります。したがって、遮るもののない「日なた」は葉陰と比較して、赤色光の割合が「高い」のが正しいです。
植物によっては、光受容体であるフィトクロムがPfr型（遠赤色光吸収型）に変化（増加）することで、種子の発芽が促進される。,〇,1 共通テストの過去問,赤色光を受容してフィトクロムがPr型から生理的活性を持つPfr型に変化することで、発芽などの反応が促進されます。
フィトクロムによる発芽の調節は、Pfr型への変化によってジベレリンの合成が誘導され、アブシシン酸の働きが抑制されることによる。,〇,1 共通テストの過去問,Pfr型フィトクロムは、発芽促進ホルモンであるジベレリンの合成を促し、発芽抑制ホルモンであるアブシシン酸の働き（または合成）を抑制します。
生物の体内において、核酸の合成とATPの合成のどちらにも、窒素とリンの両方の元素が必要である。,〇,1 共通テストの過去問,核酸（DNA・RNA）およびATPは、いずれも塩基（窒素を含む）と五炭糖、およびリン酸（リンを含む）から構成されているため、窒素とリンの両方が不可欠です。
生物の体内において、アミノ酸は、タンパク質以外の有機窒素化合物の合成にも利用される。,〇,1 共通テストの過去問,アミノ酸は、タンパク質の材料になるだけでなく、核酸の塩基や神経伝達物質、その他の有機窒素化合物の合成基質としても利用されます。
タンパク質の合成過程において、アミノ酸の側鎖どうしがペプチド結合で次々につながることで、一次構造（アミノ酸配列）が形成される。,×,1 共通テストの過去問,ペプチド結合は、アミノ酸の「側鎖どうし」ではなく、隣り合うアミノ酸の「アミノ基（$-NH_2$）」と「カルボキシ基（$-COOH$）」の間で形成されます。側鎖は立体構造の形成（三次構造など）に関与します。
光合成のカルビン・ベンソン回路によって二酸化炭素（$CO_2$）が固定される反応には、窒素を成分とする有機物の働きが必要である。,〇,1 共通テストの過去問,$CO_2$固定の主たる酵素であるRuBisCO（ルビスコ）などの酵素（タンパク質）は、窒素を必須成分とする有機物です。
一定期間のうちに生態系内に蓄積された有機物の量（成長量や枯死量などの合計）を求めるには、純生産量から生産者の呼吸量を差し引く。,×,1 共通テストの過去問,「純生産量」はすでに生産者の呼吸量を差し引いた後の値です。生態系全体に蓄積される量を求めるには、純生産量から「（分解者を含む）すべての消費者の呼吸量」を差し引く必要があります。
ショウジョウバエなどの発生において、受精卵における「母性遺伝子」とは、母方の体内で転写され卵細胞質に蓄えられた母性因子（mRNAやタンパク質）を通じて、胚の初期発生や体軸形成を制御する遺伝子群のことである。,〇,1 共通テストの過去問,母性遺伝子（母性効果遺伝子）は、母親のゲノムから転写されて卵に蓄積され、受精後の初期胚の構造決定に直接寄与します。
生態系における異種個体群間の「種間競争」は、広範囲を自由に移動できる活動的な生物間でも、固着生活などでほとんど移動できない生物間でも起こる。,〇,1 共通テストの過去問,移動性の高い鳥類や哺乳類の間での餌をめぐる競争だけでなく、固着性の植物や貝類などの間における光や生活空間（付着面）をめぐる競争など、移動性に関わらず種間競争は発生します。
ヒトが持つ特徴のうち、直立二足歩行に伴って獲得した特徴として、「手には親指がほかの指と独立に動く拇指（母指）対向性がある」ことが挙げられる。,×,1 共通テストの過去問,拇指対向性は霊長類全体に広く見られる特徴であり、直立二足歩行に伴って獲得した特徴ではありません。
ヒトが持つ特徴のうち、直立二足歩行に伴って獲得した特徴として、「大後頭孔が頭骨の底面に位置し、真下を向いている」ことが挙げられる。,〇,1 共通テストの過去問,直立二足歩行をすると重い頭部を脊柱の真上で支える必要があるため、大後頭孔は頭骨の底面に位置し、真下を向くようになります。
ヒトが持つ特徴のうち、直立二足歩行に伴って獲得した特徴として、「眼が前方についている」ことが挙げられる。,×,1 共通テストの過去問,立体視を可能にする「眼が前方についている」という特徴は、樹上生活に適応した霊長類の共通特徴であり、直立二足歩行に伴って獲得したものではありません。
ヒトが持つ特徴のうち、直立二足歩行に伴って獲得した特徴として、「骨盤は幅が広く、上下に短くなっている」ことが挙げられる。,〇,1 共通テストの過去問,直立二足歩行において内臓を鉢状の骨盤で下から支える必要があるため、骨盤は幅が広く、上下に短（お椀型に）なっています。
遺伝子工学において、プラスミドに目的の遺伝子DNAを組み込む際、DNAの両端とプラスミドを制限酵素で切断した後、DNAリガーゼを用いて両者をつなぐ。,〇,1 共通テストの過去問,DNAを特定の塩基配列で切断するのには「制限酵素」を使い、切断されたDNA断片どうしを結合するのには「DNAリガーゼ」を用います。
トランスジェニック植物の作製過程において、薬剤Kの耐性遺伝子Xを導入した細胞を薬剤Kを含む培地で培養するのは、遺伝子が導入された細胞で目的の遺伝子Yの働きを適度に弱めるためである。,×,1 共通テストの過去問,薬剤Kを含む培地で培養するのは、遺伝子が導入されていない（薬剤耐性を持たない）細胞が極力増殖できないように選別（スクリーニング）するためです。
トランスジェニック植物の作製過程において、薬剤Kの耐性遺伝子Xを導入した細胞を薬剤Kを含む培地で培養するのは、遺伝子が導入されていない細胞が増殖しないようにするためである。,〇,1 共通テストの過去問,薬剤Kの存在下では、耐性遺伝子Xが導入されていない細胞は増殖できません。これにより、目的の遺伝子が正しく導入された細胞のみを選別できます。
遺伝子が転写される際、転写を触媒する酵素はDNAポリメラーゼである。,×,1 共通テストの過去問,DNAの塩基配列を写し取ってRNAを合成する（転写を行う）酵素は、「RNAポリメラーゼ」です。DNAポリメラーゼはDNA複製を行う酵素です。
四足動物の肢芽（しが）形成に関わるHox（ホックス）遺伝子は、核に移動してDNAに結合するタンパク質（転写因子）をコードする遺伝子である。,〇,1 共通テストの過去問,Hox遺伝子は、ホメオドメインと呼ばれるDNA結合領域を持つ転写因子をコードしており、核内に移行して特定の標的遺伝子の転写を制御します。
四足動物の肢芽（しが）形成に関わるHox遺伝子は、1本の染色体上で連鎖して並んでいる遺伝子群（遺伝子クラスター）である。,〇,1 共通テストの過去問,Hox遺伝子は染色体上に一列に並んで存在しており（連鎖している遺伝子群）、その並び順がからだの前後軸に沿った発現境界と対応しています。
四足動物の肢芽（しが）形成に関わるHox遺伝子は、母性効果遺伝子（母性因子）である。,×,1 共通テストの過去問,Hox遺伝子は受精卵自身のゲノムから発現する「接合子植物（胚性）遺伝子」であり、卵形成時に母親から供給される母性効果遺伝子ではありません。
細胞の分裂場所を調べる目的で、細胞分裂（DNA複製）に伴って必ず取り込まれる分子として目印をつけるのに最も適当なのは、チミンを含むDNAのヌクレオチドである。,〇,1 共通テストの過去問,チミン（T）はDNAを構成する特徴的な塩基であり、細胞分裂に先立つS期（DNA合成期）においてチミンを含むヌクレオチド（チミジンなど）が取り込まれるため、分裂細胞の標識に最適です。
細胞の分裂場所を調べる目的で、細胞分裂に伴って必ず取り込まれる分子として目印をつける際、ウラシルを含むRNAのヌクレオチドを用いるのが最も適当である。,×,1 共通テストの過去問,ウラシル（U）を含むヌクレオチドはRNAの合成に取り込まれます。RNA合成（転写）は細胞分裂していない定常状態の細胞でも極めて活発に行われるため、分裂細胞の特定には適しません。
一般的な被子植物の種子は、成熟すると水分が失われて乾燥に対して強くなる。,〇,1 共通テストの過去問,被子植物の種子は成熟にともなって脱水が進み、休眠状態に入るとともに、極度の乾燥や低温などの過酷な環境に対する耐性を獲得します。
一般的な被子植物の種子は、アブシシン酸の含有量が増えると休眠から打破されて発芽しやすくなる。,×,1 共通テストの過去問,アブシシン酸は種子の休眠を維持し、発芽を「抑制」する植物ホルモンです。発芽を促進するのは主にジベレリンです。
