question,answer,chapter,explanation
南・東南アジアにおけるイモ類の食品ロスにおいて、貯蔵段階のロスの割合が高い要因の一つには、高温湿潤な環境下でイモ類の収穫時期が短期に集中し、貯蔵施設が不足することがある。,〇,1 共通テストの過去問,アジアの発展途上地域では、インフラ（低温貯蔵施設や輸送路など）が十分に整っていないため、収穫後の貯蔵・流通段階で腐敗による食品ロスが多く発生します。
食品ロスにおいて、卸売・小売段階でのロスが生じる要因の一つには、小売店で過剰に仕入れた商品を廃棄する状況があげられる。,〇,1 共通テストの過去問,小売店における過剰発注や、期限切れによる売れ残り商品の廃棄は、流通・小売段階における代表的な食品ロス発生要因です。
ヨーロッパなどの先進国における消費段階の食品ロス（家庭や外食での食べ残しなど）を削減するために、フードバンクを通じて必要とする人に食品を提供するなどの取り組みがみられる。,〇,1 共通テストの過去問,賞味期限内でありながら市場での流通が難しくなった食品を引き取り、福祉施設や困窮者に無償で提供する「フードバンク」の活動は、消費段階のロス削減に寄与しています。
ファブレス企業（自社で工場を持たない製造業）は、市場ニーズの変化に素早く対応するため、多大な設備投資を必要とする製造部門を切り離している。,〇,1 共通テストの過去問,ファブレス企業（Appleなどが代表例）は、自社工場を持たずに企画やデザイン、開発に特化することで、工場建設や維持にかかる巨額の設備投資リスクを回避しています。
ファブレス企業では、自社の本社において、商品開発やマーケティングに業務を特化し、先端技術産業の集積地に立地することが多い。,〇,1 共通テストの過去問,企画・研究開発・マーケティングを担う本社機能は、情報や高度人材が集まりやすい都市部や、先端技術産業の集積地に立地する傾向が強くなります。
ファブレス企業と取引し、実際に製品の製造・組立を行う受託製造企業の多くは、契約上、1つの委託元企業だけの製品を専属で製造しなければならない。,×,1 共通テストの過去問,受託製造企業（EMSなど）の多くは、複数の異なる委託元企業から製造工程を請け負うことで、工場の稼働率を高め、生産効率を向上させています。
モーリシャスは主に火山島からなる島国であり、植民地期にサトウキビプランテーションが発展し、今日でも製糖業が主要産業の一つとなっている。,〇,1 共通テストの過去問,モーリシャスは火山島で、イギリスなどの植民地時代にサトウキビのモノカルチャー栽培が導入され、現在も砂糖が主要な輸出品となっています。
モーリシャスの住民にヒンドゥー教徒が多いのは、フランス統治期に導入された移民労働者の宗教が反映されているからである。,×,1 共通テストの過去問,モーリシャスにヒンドゥー教がもたらされたのは、「イギリス」統治期にサトウキビ農園の労働力としてインドから多くの契約移民が導入されたためです。
"1,000以上の平坦な低平島（サンゴ礁の島々）からなるモルディブでは、サンゴ礁の美しい景観をいかして観光業が発展しているが、地球温暖化による海面上昇で国土面積の縮小や水没が懸念されている。",〇,1 共通テストの過去問,モルディブは海抜が非常に低いサンゴ礁の島々からなるため、地球温暖化に伴う海面上昇や気候変動による領土水没のリスクが世界的に注目されています。
モルディブは、中国沿海部から東アフリカを経由する一帯一路構想の「海上シルクロードルート」に位置していることから、2010年代以降、中国との関係を深めている。,〇,1 共通テストの過去問,インド洋の要衝に位置するモルディブは、中国の一帯一路（海上シルクロード）の重要拠点となっており、港湾・インフラ整備などを通じて中国との結びつきを強めています。
1910年当時、日本の製鉄所はいずれも原料や燃料の産出地の近くに立地していた。これは、製鉄に使われる原料や燃料の重量が製品の重量に比べて重く、産出地の近くに立地することで輸送費を安くすることができるためであった。,〇,1 共通テストの過去問,1910年（明治後期）の製鉄所（八幡製鉄所や釜石製鉄所など）は、原料の鉄鉱石や燃料の石炭が採れる場所の近く（原料立地型）に建設され、重い原材料の輸送費を節約していました。
昭和期、日本の製鉄所が大市場の港湾近くに立地するようになったのは、国内に埋蔵される原料や燃料が枯渇して、国外から原料を輸入する傾向が強まったためである。,〇,1 共通テストの過去問,昭和初期以降、国内の資源枯渇や需要の増大に伴い国外から原材料を輸入するようになったため、原料の受け入れに便利な「臨海部（港湾近く）」かつ「大消費地」に近い場所に製鉄所が立地するようになりました。
1970年代、日本の三大都市圏や瀬戸内の臨海部で増加した製鉄所は、主に臨海部に造成された埋立地に建設された。,〇,1 共通テストの過去問,高度経済成長期（1970年代）には、沿岸部の浅瀬を埋め立てて広大な工業用地（臨海工業地帯）を造成し、そこに最新鋭の大型製鉄所が建設されました。
2020年代にかけて日本国内の製鉄所が減少している背景には、外国との競争などによる経営の合理化や企業の再編が影響している。,〇,1 共通テストの過去問,近年は鉄鋼業のグローバル競争激化や国内需要の減少に伴い、鉄鋼メーカーの合併・再編や、老朽化した高炉の休止などの合理化が進められ、製鉄所（銑鋼一貫工場）の数は減少しています。
日本の繊維工業において、1980年代後半以降は、豊富な労働力を求めて国内の農村部に工場が移転する傾向がみられた。,×,1 共通テストの過去問,1980年代後半はバブル期にあたり、すでに日本の繊維工業は労働力の安いアジアを中心とした海外へ生産拠点を移転（現地生産化）させていました。国内の農村部への移転が盛んだったのは昭和中期の高度経済成長期頃までです。
大型複合商業施設は、単独で立地するスーパーマーケットよりも広範囲から買い物客が訪れる傾向がある。,〇,1 共通テストの過去問,複数の専門店やレジャー施設、飲食店などが集まる大型複合商業施設は、日常的な食料品を主に扱う単独スーパーマーケットに比べて商圏が広く、より遠方から多くの客を引きつけます。
大都市圏に残った工場の中には、高付加価値製品の生産や、製品や技術の研究開発を行う拠点に転換するものもみられる。,〇,1 共通テストの過去問,地価や人件費の高い大都市圏では、安価な汎用品の大量生産は採算が合わないため、研究開発（R&D）拠点や、付加価値の高い先端素材・技術開発を行う拠点へとシフトする傾向があります。
1999年から2019年にかけて、日本企業の海外現地法人数は北アメリカよりもアジアにおいて多く増加した。,〇,1 共通テストの過去問,この20年間のグローバル化において、日本の製造業・非製造業ともに、市場の成長著しく労働力も豊富な中国やASEANなどのアジア地域へ極めて多く進出しました。
1999年から2019年にかけて、アジアに進出している日本企業の現地法人の内訳をみると、製造業の割合が高まった。,×,1 共通テストの過去問,アジアに進出する日本企業の現地法人数は当初は製造業が中心でしたが、現地市場の成熟に伴い、小売・サービス業や金融、ITなどの「非製造業」の割合が高まりました。
北アメリカに進出している日本の企業には、ソフトウェアや人工知能（AI）の開発に関わる企業が含まれる。,〇,1 共通テストの過去問,北アメリカ（特にシリコンバレーなど）は先端IT技術やAI開発の世界的中心地であり、日本のIT企業や自動車・電機メーカーなども現地での研究開発・技術獲得のために多く進出しています。
アジアに進出している日本の自動車企業は、進出先の工場において部品の生産から完成車の組立てまでを一貫して行っている。,×,1 共通テストの過去問,自動車産業は部品点数が非常に多いため、すべての部品を一つの進出先工場で一貫生産しているわけではありません。周辺の現地部品メーカーや日本、近隣のアジア諸国から部品を調達・輸入し、現地工場ではそれらを「ノックダウン方式」やシステム単位で組み立てて完成車にする体制が一般的です。
1960年代から1980年代にかけての日本のある大都市圏の都心地域では、地価上昇などにより人口が減少していた。1990年代後半以降になると、地価下落や通勤の利便性を背景に、人口が増加に転じた。,〇,1 共通テストの過去問,1960〜80年代の高度経済成長・バブル期には地価高騰により都心の人口が郊外へ流出（ドーナツ化現象）しましたが、バブル崩壊後の地価下落や都心回帰志向により、1990年代後半からはマンション建設が進み都心の人口が回復（都心回帰現象）しました。
1960年代当時の日本の大都市郊外では、核家族世帯の転入が急増した。現在ではこれらの地域で高齢化が進んでいる場所がみられる一方、建て替えも進み、新たな転入者が増えている場所もある。,〇,1 共通テストの過去問,高度経済成長期にニュータウンなどの郊外住宅地が一斉に開発され、若い核家族が大量に入居しました。その後、住民が同時に高齢化（オールドニュータウン化）しましたが、近年は駅周辺の再開発や住宅の建て替えにより、若い世代の再流入も見られます。
1960年代当時、多数の人々が働いていた日本の臨海地域（工場や倉庫街など）では、現在では広大な空き地を利用して大規模なレジャー施設が立地している例がみられる。,〇,1 共通テストの過去問,産業構造の変化により臨海部の古い工場や造船所、倉庫などが移転・閉鎖され、その跡地（ブラウンフィールド）を利用して、大規模なテーマパークやショッピングモール、ウォーターフロント観光地が開発される事例が多く存在します。
発展途上国の都市圏において、人口が急増してきた要因の一つとして、農村部から人々が都市圏に流入したことがあげられる。そうした人々は金融業に従事することが多い。,×,1 共通テストの過去問,農村から流入した学歴や資本の乏しい労働者の多くは、高度な専門知識を要する「金融業」ではなく、敷居の低い「小売業・サービス業」や、インフォーマルセクター（日雇い労働や路上販売など）に従事することが一般的です。
アメリカのフィラデルフィアなどのインナーシティ（旧市街）において貧困が問題となっている地区は、早期から都市化したが、現在は住宅の老朽化や製造業の衰退がみられる。,〇,1 共通テストの過去問,先進国の古い都市では、かつて栄えた都心周縁部の住宅地や工業地区が老朽化し、産業の衰退とともに富裕層が郊外へ流出しました。その結果、残されたインナーシティに低所得者層や移民が滞留し、スラム化や貧困が深刻な社会問題となっています。
メキシコシティなどの発展途上国の巨大都市において貧困が問題となっている地区は、上下水道などの社会基盤（インフラ）が十分に整備されていない場所に広がる。,〇,1 共通テストの過去問,発展途上国の都市部では、急激な人口流入にインフラ整備が追いつかず、都市周辺部の斜面や低湿地などに不法占拠による「スラム（不良住宅地区）」が形成され、衛生環境やインフラが劣悪なまま放置されるケースが多くみられます。
遺伝子組み換え作物を導入することで、農薬の使用をなくし、単位面積当たりの収量を向上させることができるため、その栽培面積は拡大している。,×,1 共通テストの過去問,遺伝子組み換え作物（害虫抵抗性など）の導入により農薬の「使用量」を減らすことはできますが、完全に「なくす」ことはできません。
遺伝子組み換え作物の栽培国数の内訳をみると、発展途上国よりもOECD加盟国（先進国など）の方が多い。,×,1 共通テストの過去問,遺伝子組み換え作物を栽培している国数は、OECD加盟国よりも発展途上国の方が多いのが現状です。
遺伝子組み換え作物の栽培面積の上位5か国は、国土面積が広く、いずれの国でも企業的な大規模農業が中心に行われている。,×,1 共通テストの過去問,栽培面積上位5か国（アメリカ、ブラジル、アルゼンチン、カナダ、インド）のうち、インドは企業的な大規模農業ではなく、小規模な家族経営の農家が中心です。
世界には、遺伝子組み換え作物の栽培を食用の作物以外に限定したり、栽培自体を行わない国がみられる。,〇,1 共通テストの過去問,環境や健康への配慮、国民感情などから、遺伝子組み換え作物の栽培を禁止、または工業用・飼料用などの非食用に限定している国が存在します。
日本の地方から三大都市圏への人口移動において、1960年代における四国地方や九州地方からの転出先の内訳をみると、東京圏への転出割合よりも大阪圏への転出割合の方が高かった。,〇,1 共通テストの過去問,高度経済成長期（1960年代）において、西日本（九州や四国）からの主な人口移動先は、距離的に近い大阪圏が大きな割合を占めていました。
日本の三大都市圏における近年の老年人口の増加傾向は、三大都市圏以外（地方）からの高齢者の流入が主な原因である。,×,1 共通テストの過去問,高齢者の長距離移動は少なく、主な原因は地方からの流入ではなく、かつて高度経済成長期に地方から大都市圏へ移り住んだ若者世代が、そのまま大都市圏で加齢し高齢化した（自然増）ためです。
移動が困難な高齢者のために、食料品を積んで集落を回る移動販売車が導入されている地域がある。,〇,1 共通テストの過去問,地方の過疎地域や買い物難民（フードデザート）が発生している地域では、福祉や生活支援の観点から移動販売車が活用されています。
大都市圏（神奈川県など）において、駅から離れた丘陵地に1970年代前後に開発された住宅地（ニュータウンなど）では、住民の高齢化に伴い、食料品へのアクセスが困難な人口の割合が高くなる一因となっている。,〇,1 共通テストの過去問,高度経済成長期に一斉に入居した郊外のニュータウンでは、住民の高齢化（オールドタウン化）や商店の撤退、坂道の多さなどが重なり、大都市圏でありながら買い物弱者が問題となっています。
インドでは、政府主導の家族計画が浸透し、農村部を中心に出生率が大きく低下した。,×,1 共通テストの過去問,インドでも家族計画は実施されましたが、農村部では十分な浸透に至らず、出生率の低下は中国の「一人っ子政策」のような劇的な形では進みませんでした。
中国では政府による経済特区の設置や外国企業による投資の偏在により、沿岸部と内陸部との経済格差が大きくなっている。,〇,1 共通テストの過去問,改革開放政策以降、沿岸部の経済特区を中心に外資が集中的に投入されたため、沿岸部が急速に発展し、内陸部との深刻な経済格差（東西格差）が生じました。
防災施設の整備による住民の防災意識の変化を調べる際、GIS（地理情報システム）を用いて防災施設から一定距離内に住む人口の変化を調べる方法は最適である。,×,1 共通テストの過去問,GISによる「施設からの距離と人口分布の分析」では、客観的な人口動態は把握できますが、住民の主観的な「防災意識の変化」を調べることはできません。意識調査にはアンケートや聞き取り調査が適しています。
世界の主要な資源について、石炭は生産量上位10か国の世界に占める割合が9割を超えており、世界最大の生産国と消費国が同一である。,〇,1 共通テストの過去問,石炭は生産上位10カ国で世界の約9割以上の生産を占めており、最大の生産国・消費国はともに中国です。
世界の主要な資源について、石油は世界のエネルギー供給量の約3分の1を占めており、確認されている埋蔵量の約半分が特定の地域（中東）に偏っている。,〇,1 共通テストの過去問,石油は世界の一次エネルギー供給の約3分の1を占めており、確認埋蔵量の多くが中東地域に偏在しています。
持続可能な循環型社会を目指す取り組みとして、インドにおいて、農業で家畜の糞尿を肥料にして耕作を行う事例がみられる。,〇,1 共通テストの過去問,家畜の糞尿を堆肥（肥料）として有機農業に活用することは、資源を有効活用する循環型社会の取り組みとして適当です。
持続可能な循環型社会を目指す取り組みとして、マレーシアにおいて、沿岸部のマングローブ林をエビの養殖池に転換する事例がみられる。,×,1 共通テストの過去問,マングローブ林をエビ養殖池へ転換することは、森林破壊や水質汚濁を招くため、持続可能な循環型社会の取り組みとしては不適当（環境破壊活動）です。
持続可能な循環型社会を目指す取り組みとして、日本において、電子機器に使われていたレアメタルを都市鉱山として回収・活用する事例がみられる。,〇,1 共通テストの過去問,使用済みの電子機器等から有用な金属（レアメタルなど）をリサイクル・再回収して活用する「都市鉱山」の取り組みは、循環型社会に寄与します。
持続可能な循環型社会を目指す取り組みとして、アメリカ合衆国において、ペットボトルを返却すると一部返金される制度を導入する事例がみられる。,〇,1 共通テストの過去問,デポジット制度（ボトルを返却すると預り金が戻る制度）は、資源の回収・再利用を促進するため、循環型社会に寄与します。
ブラジルの農業において、1970年代初頭の農産物の輸出は、大土地所有制（ファゼンダなど）を背景とした商品作物の生産に支えられていた。,〇,1 共通テストの過去問,1970年代初頭のブラジル農業は、ラティフンディオ（大土地所有制）を背景とした、コーヒー豆などの特定の商品作物の生産・輸出に支えられていました。
チリの自然条件の特徴として、寒流（ペルー海流／フンボルト海流）の影響で、沿岸部に1年を通して降雨のほとんどない乾燥地域（アタカマ砂漠など）がある。,〇,1 共通テストの過去問,チリ西岸を流れるペルー海流（寒流）の影響により、チリ北部には世界で最も乾燥した地域の一つであるアタカマ砂漠が形成されています。
ニュージーランドの自然条件の特徴として、首都（ウェリントン）は、偏西風の影響を受けて年中湿潤な地域に位置している。,〇,1 共通テストの過去問,ニュージーランドは西風（偏西風）の通り道に位置し、首都ウェリントンを含め温帯の西岸海洋性気候（Cfb）に属し、年中湿潤です。
チリとニュージーランドはいずれも変動帯（環太平洋造山帯）に位置しているため、国内に火山があり、地震が頻発する。,〇,1 共通テストの過去問,チリとニュージーランドはともにプレート境界（環太平洋造山帯）に位置する変動帯であり、火山活動や地震が非常に活発な国々です。
タイで雨季に起こった大洪水における「災害に対する弱さ（脆弱性）」の要因として、河川上流域での森林減少による水源涵養機能の喪失が挙げられる。,〇,1 共通テストの過去問,森林減少は保水力を低下させ、大雨の際に洪水を発生させやすくする「災害に対する弱さ（人為的要因）」に該当します。
タイで雨季に起こった大洪水における「災害に対する弱さ（脆弱性）」の要因として、低緯度地域で発生した熱帯低気圧の襲来が挙げられる。,×,1 共通テストの過去問,熱帯低気圧の襲来は自然現象そのものであり、「災害のきっかけ（誘因）」に該当します。
東アフリカで飢餓をもたらした大干ばつにおける「災害に対する弱さ（脆弱性）」の要因として、貯水・給水施設の不足や内戦に伴う農地の荒廃が挙げられる。,〇,1 共通テストの過去問,社会的なインフラ不足や紛争による農地の荒廃は、気象災害の影響を増幅させる「災害に対する弱さ」に該当します。
東アフリカで飢餓をもたらした大干ばつにおける「災害に対する弱さ（脆弱性）」の要因として、ラニーニャ現象を一一因とした大気の循環の変化が挙げられる。,×,1 共通テストの過去問,ラニーニャ現象による大気循環の変化は、干ばつを引き起こす「災害のきっかけ（自然誘因）」に該当します。
キリマンジャロ登山において、森林の有無は降水量のみで決まる。,×,1 共通テストの過去問,森林の生育には降水量だけでなく気温（熱量）条件も必要であり、標高が高く低温な地域では降水量に関わらず森林限界を超えて森林が育たなくなります。
山岳において、標高が高くなるにつれて気温は下がるため、高標高の地点は低標高の地点よりも気温が低くなる。,〇,1 共通テストの過去問,気温の高度減率により、標高が約100m上がるごとに気温は約0.65℃低下します。
インド系住民のうち、移住先の国籍を有する者は、英語を公用語とする国やイギリスの植民地であった国に多く分布する。,〇,1 共通テストの過去問,旧イギリス植民地（マレーシア、シンガポール、南アフリカなど）には、かつて労働力等として移住したインド系住民とその子孫が数多く居住しています。
東南アジアやラテンアメリカには、第二次世界大戦以前に、観光業に従事するために移住したインド出身者の子孫が多く居住している。,×,1 共通テストの過去問,戦前のインド系移民の多くは、鉱山労働やプランテーション（サトウキビやゴムなど）の農業労働者として移住しました。
1970年代のオイルショック以降に増加した西アジアのインド系住民の多くは、油田開発に従事する技術者である。,×,1 共通テストの過去問,西アジア（湾岸産油国）へ移動したインド系移民の多くは、建設業などの単純労働に従事する労働者でした。
1990年代以降、インド国内の情報通信技術（ICT）産業の衰退に伴い、技術者のアメリカ合衆国への移住が増加している。,×,1 共通テストの過去問,インドのICT産業は1990年代以降、急速に発展（成長）しており、技術者の渡米はその「発展・台頭」に伴う高度人材の移動によるものです。
