question,answer,chapter,explanation
1枚の空中写真で、中心部から周辺部に向かって地物が外側に傾いて写る現象を何というか。,中心投影（による歪み）,１ 地図と地理情報システム,カメラのレンズを通して投影するため、周辺部ほど歪みます。これを修正して地図と同じ正射投影にしたものをオルソフォトと呼びます。
航空機や人工衛星から、地上に触れずに遠隔で地表の状況を観測する技術を何というか。,リモートセンシング（遠隔探査）,１ 地図と地理情報システム,植生の分布、海面温度、災害時の被害状況把握などに活用されます。
"1:50,000の地形図において、面積が4平方センチメートルの土地の実際の面積は何平方キロメートルか。",1,１ 地図と地理情報システム,"縮尺は長さの比なので、面積比は「2乗」になります。5万の2乗は25億。$4cm^2 \times 25$億 $= 100$億$cm^2 = 1,000,000m^2 = 1km^2$です。"
一般的な情報を網羅した地図を（ ）図という。,一般図,１ 地図と地理情報システム,国土地理院発行の地形図がその代表例です。特定の目的に偏らず、地形、道路、水系、集落などを網羅しています。
特定の目的（人口分布や気候など）のために、特定の事象を強調して描いた地図を（ ）図という。,主題図,１ 地図と地理情報システム,統計地図（階級区分図など）や、土地利用図、ハザードマップなどがこれに該当します。
地形図において、2.5万分の1地図の等高線のうち、50mごとに引かれる太い線を（ ）という。,計曲線,１ 地図と地理情報システム,2.5万分の1では50mごと、5万分の1では100mごとに引かれます。標高を読み取りやすくするための工夫です。
地球上の2地点間の最短ルート（大圏航路）を、常に直線として表現できる図法は？,正距方位図法,１ 地図と地理情報システム,ただし、これは「図の中心から」の直線に限られます。中心以外の2点間は直線になりません。
メルカトル図法の地図上で、面積が実際よりも極端に大きく表現される大陸の代表例は？,グリーンランド/南極大陸,１ 地図と地理情報システム,高緯度ほど面積が拡大されるため、北極や南極に近い地域は実面積に比べて巨大に描かれます。
"縮尺1:25,000の地形図において、1km四方の実際の面積は、図上では何（ ）平方センチメートルになるか。",16/16平方センチメートル,１ 地図と地理情報システム,"1km(100,000cm)は図上で4cmになります。面積は$4cm \times 4cm = 16cm^2$となります。"
実際の地形を上から垂直に見下ろしたように修正した航空写真を（ ）航空写真という。,オルソ/オルソ画像,１ 地図と地理情報システム,写真特有の中心投影による歪みを取り除いているため、地図と重ね合わせてGISなどで活用できます。
緯度0度の線を赤道というが、経度180度の線をほぼなぞるように設定されている境界線は？,日付変更線,１ 地図と地理情報システム,国家の領土などを考慮して一部屈曲していますが、概ね経度180度の線に沿っています。
桜の開花予想日、天気図などに使われる、同じ値の地点をつなげた地図を（　）図という。,等値線,１ 地図と地理情報システム,
桜の開花予想日、天気図などに使われる、同じ値の地点をつなげた地図を（ ）図という。,等値線/等値線図,１ 地図と地理情報システム,等温線、等高線、等圧線などが代表例です。連続的に変化するデータの分布を表現するのに適しています。
地形図において、2.5万分の1地図の計曲線は（ ）mごとに引かれている。,50/50m,１ 地図と地理情報システム,主曲線10mごとに5本に1本の割合で太い「計曲線」が引かれ、標高の読み取りを助けます。
メルカトル図法において、任意の2地点間を結んだ直線と経線のなす角度が常に一定である性質を（ ）性という。,正角/正角性,１ 地図と地理情報システム,狭い範囲で見れば形が正しく、角度が正確に表現されるため、航海用図法として採用されました。
統計地図のうち、本来の形状を無視し、統計値の大きさに合わせて地図の面積を極端に変形させた地図を何というか。,カルトグラム/変形地図,１ 地図と地理情報システム,人口やGDPの規模を視覚的に強調するのに非常に有効で、共通テストでもよく出題される図法です。
三次元的な地形を、色の濃淡や影をつけて立体的に表現した図を（ ）図という。,接影図/陰影起伏図,１ 地図と地理情報システム,尾根や谷などの起伏が直感的に把握しやすいため、ハザードマップの背景などにも利用されます。
全地球測位システムのうち、米国のGPSや日本の「みちびき」などを総称して（ ）という。,GNSS/衛星測位システム,１ 地図と地理情報システム,複数の衛星からの電波を受信することで、現在地の緯度・経度・標高を正確に特定します。
GISを用いて複数の地図データ（レイヤー）を重ね合わせ、最適な立地などを導き出す分析手法を（ ）という。,オーバーレイ,１ 地図と地理情報システム,地形、道路網、人口密度などの情報を重ねて解析することで、防災やビジネスの意思決定に役立てます。
地理情報の収集において、現地へ赴いて景観を観察したり、住民に聞き取り調査を行ったりすることを何というか。,フィールドワーク/巡検,１ 地図と地理情報システム,地図や統計からは見えてこない、地域のリアルな変容や課題を把握するために不可欠な調査手法です。
国家の三要素は「主権・国民・（　）」である。,領域,２ 世界の結びつき,
国家の三要素は「主権・国民・（ ）」である。,領域,２ 世界の結びつき,国家として成立するために必要な基本要素です。領域は領土・領海・領空から構成されます。
国家の領域のうち、沿岸から最大（ ）海里までの範囲を領海という。,12/12海里,２ 世界の結びつき,1海里は約1.852kmです。領海内では沿岸国の主権が及びますが、無害通航権が認められる場合もあります。
沿岸から200海里までの範囲で、水産・鉱物資源の権利が認められる海域を（ ）という。,排他的経済水域/EEZ,２ 世界の結びつき,領海の外側に設定されます。主権そのものではなく、資源の探査や開発に関する排他的な権利が認められます。
山脈や河川などの自然地形を利用して引かれた国境を（ ）国境という。,自然/自然的,２ 世界の結びつき,ピレネー山脈（フランス・スペイン）やアンデス山脈（チリ・アルゼンチン）などが代表例です。
緯緯や経線などの数理的な基準を利用して引かれた国境を（ ）国境という。,人為/人為的/数理,２ 世界の結びつき,アフリカ大陸や北アメリカ大陸の国境に多く見られ、かつての植民地支配や歴史的経緯が反映されています。
独立国であったが、他国の支配下に入り主権を失った地域を（ ）という。,植民地,２ 世界の結びつき,第二次世界大戦後、アジアやアフリカの多くの地域が独立を果たし、主権国家の数が増加しました。
複数の国家が特定の目的のために結合した組織のうち、EU（欧州連合）のような形態を（ ）という。,国家連合/地域統合,２ 世界の結びつき,関税の撤廃や共通通貨（ユーロ）の導入など、経済的・政治的な結びつきを強める組織です。
日本が領有権を主張しているが、現在はロシア連邦によって実効支配されている地域は？,北方領土,２ 世界の結びつき,択捉島、国後島、色丹島、歯舞群島の四島を指します。
島根県に属し、日本政府は固有の領土と主張しているが、韓国が独島として実効支配している島は（　）である。,竹島,２ 世界の結びつき,歴史的にも国際法的にも日本固有の領土ですが、韓国側も「独島（トクト）」として領有を主張しています。
沖縄県に属し、中国などが領有権を主張している日本固有の領土は？,尖閣諸島,２ 世界の結びつき,歴史的にも国際法的にも日本固有の領土であり、現在は日本が有効に支配しています。領土問題は存在しないというのが日本政府の立場です。
海に面していない国家を（ ）という。,内陸国,２ 世界の結びつき,モンゴルやスイスなどが代表例です。貿易において他国の港を利用する必要があるため、周辺国との関係性が重要になります。
領海の外側に隣接し、通関や衛生などの取り締まりができる沿岸から24海里までの水域を何というか。,接続水域,２ 世界の結びつき,領海（12海里）の外側さらに12海里の範囲です。公海ですが、沿岸国が一定の法執行権を持ちます。
東南アジア諸国連合（ASEAN）や北米自由貿易協定（現USMCA）など、特定の地域で結成される経済的な枠組みを（ ）という。,地域的経済統合/経済ブロック,２ 世界の結びつき,加盟国間での関税撤廃などを通じて、域内経済の活性化を目指します。
国家間の経済格差のうち、北半球に多い先進工業国と、南半球に多い発展途上国の間の格差を何というか。,南北問題,２ 世界の結びつき,1960年代から顕在化した課題です。近年では発展途上国間の中での格差である「南南問題」も重要視されています。
1995年に設立され、自由貿易の促進や貿易紛争の解決を目的とする国際組織は？,WTO/世界貿易機関,２ 世界の結びつき,関税の引き下げや非関税障壁の撤廃を推進し、世界の自由貿易体制の中核を担っています。
経済協力開発機構（OECD）のうち、先進国から途上国に対して行われる資金や技術の協力を何というか。,ODA/政府開発援助,２ 世界の結びつき,インフラ整備、教育、医療など、途上国の自立的な発展を支援するための公的資金です。
英語が公用語であり、かつてイギリスの植民地であった国々で構成される緩やかな国家連合を（ ）という。,コモンウェルス/イギリス連邦,２ 世界の結びつき,かつての帝国的な支配関係を超え、現在は対等な主権国家間の協力組織として機能しています。
人間が決めた国境を（ ）国境という。,人為的/人為的国境/人為,２ 世界の結びつき,緯線や経線を利用した数理的国境や、かつての境界をそのまま引き継いだものがあります。アフリカ大陸に多く見られます。
山脈、河川、湖沼などの自然地形を利用して決められた国境を（ ）国境という。,自然的/自然的国境/自然,２ 世界の結びつき,ピレネー山脈（フランス・スペイン間）やリオグランデ川（アメリカ・メキシコ間）などが代表例です。
地球の表面を、赤道を中心に上下（南北）に分ける基準となる線を（ ）という。,緯線,２ 世界の結びつき,太陽の南中高度（受熱量）に関係するため、気候帯の分布と密接に関わります。
地球の表面を、北極から南極へ結ぶ基準となる線を（ ）という。,経線,２ 世界の結びつき,地球の自転に関係するため、時差の基準となります。15度で1時間の時差が生じます。
排他的経済水域（EEZ）のさらに外側にあり、どの国にも属さない海域を（ ）という。,公海,２ 世界の結びつき,すべての国に航行や漁業の自由が認められていますが、環境保護や資源管理のための国際的なルールがあります。
海岸線が複雑に入り組んだ場所で、領海の基点となる線を簡略化して引いたものを（ ）という。,直線基線,２ 世界の結びつき,通常の低潮線（引き潮時の海岸線）ではなく、突き出た地点同士を結んで基線とすることで、管理を容易にします。
領海、領海、領空を合わせた、国家の主権が及ぶ範囲を総称して（ ）という。,領域,２ 世界の結びつき,領空は領土と領海の上空を指し、その高度については明確な国際合意はありませんが、一般に大気圏内とされます。
他国の中にありながら、自国の領土が飛び地として存在している状態を（ ）という。,飛地/飛び地,２ 世界の結びつき,ロシアのカリーニングラードや、かつての東パキスタン（現バングラデシュ）などが歴史的に有名です。
ピレネー山脈が国境となっている二つの国はスペインと（ ）である,フランス,２ 世界の結びつき,険しい褶曲山脈が天然の障壁となり、古くから両国の自然的国境として機能してきました。
アンデス山脈を境界として国境を接している二つの国は、チリと（ ）である,アルゼンチン,２ 世界の結びつき,南米大陸の背骨であるアンデス山脈の稜線が、両国の境界線となっています。
アメリカとメキシコの国境の一部をなす、（ ）川は自然的国境の代表例である,リオグランデ/リオグランデ川,２ 世界の結びつき,河川が国境となる場合、流路が変わることで境界線が変動し、紛争の原因になることもあります。
北緯49度の緯線が国境となっているのは、アメリカと（ ）である,カナダ,２ 世界の結びつき,数理的国境の代表例です。広大な原野を効率よく分割するために、天体観測で決まる緯線が利用されました。
国家の領域のうち、領土と領海の上空を（ ）という,領空,２ 世界の結びつき,領空内では他国の航空機の通過に対して許可を出す権限（領空主権）を持ちます。宇宙空間との境界は明確に定義されていません。
1海里は、緯度1分の長さに相当し、約（ ）mである,1852/1852m,２ 世界の結びつき,理系的な定義では、地球の大円の周長を$360 \times 60$で割った数値に基づいています。
領海から24海里までの範囲で、沿岸国が法令違反の予防や取り締まりを行える水域を（ ）という,接続水域,２ 世界の結びつき,領海（12海里）のさらに外側12海里を指します。公海ですが、一定の警察権が認められています。
排他的経済水域（EEZ）において、沿岸国に認められているのは資源の（ ）権である,主権的/探査/開発,２ 世界の結びつき,領海のような完全な主権（支配権）ではなく、あくまで資源の利用に関する独占的な権利を指します。
1993年のマーストリヒト条約の発効によって設立された政治同盟は（ ）である。,EU/欧州連合,２ 世界の結びつき,EC（欧州共同体）から発展しました。共通通貨ユーロの導入や、国境検査の廃止（シェンゲン協定）など、高度な地域統合を目指しています。
EU（欧州連合）の本部が置かれている都市は（ ）である。,ブリュッセル,２ 世界の結びつき,ベルギーの首都です。EUの主要機関が集まっており、「ヨーロッパの首都」とも呼ばれます。
1967年に設立された、東南アジアの経済・文化の発展と平和を目的とする組織は（ ）である。,ASEAN/東南アジア諸国連合,２ 世界の結びつき,当初は5カ国でしたが、現在は東南アジアの10カ国が加盟しています（東ティモールは加盟申請中）。
かつて石油の価格決定権を握っていた国際石油資本に対抗し、産油国の利益を守るために結成された組織は？,OPEC/石油輸出国機構,２ 世界の結びつき,石油の生産量や価格を調整することで、世界経済に大きな影響を与えます。
先進工業国8カ国（現在はロシアを除きG7）による首脳会議を（ ）という。,サミット/主要国首脳会議,２ 世界の結びつき,世界の政治・経済・環境などの重要な課題について協議し、協力関係を築く場です。
国家間の紛争を平和的に解決し、国際平和を維持するために1945年に設立された組織は？,国際連合/国連/UN,２ 世界の結びつき,本部はニューヨークにあります。安全保障理事会、総会、事務局などの機関で構成されています。
日本も加盟している、アジア太平洋地域の経済協力と自由貿易を促進するための枠組みは？,APEC/アジア太平洋経済協力,２ 世界の結びつき,法的な拘束力を持たない緩やかな協力枠組み（ルーズ・コンセンサス）が特徴です。
南北問題のうち、急速な経済発展を遂げ、先進国に迫る経済力を持つようになった新興経済諸国を何というか。,NIES/新興工業経済地域,２ 世界の結びつき,韓国、台湾、香港、シンガポールの「アジアNIES」がその先駆けとなりました。
G7の国々に、中国、インド、ブラジルなどの新興国を加えた主要20カ国・地域の枠組みを（ ）という。,G20/金融・世界経済に関する首脳会合,２ 世界の結びつき,1990年代の金融危機をきっかけに始まり、現在はG7に代わって世界経済を議論する重要なプラットフォームとなっています。
ブラジル、ロシア、インド、中国、南アフリカの頭文字をとった、新興経済国のグループを（ ）という。,BRICS,２ 世界の結びつき,21世紀に入り急速に経済的な存在感を高めた国々です。近年では加盟国を増やし、国際社会での発言力を強めています。
G20において、先進国と新興国の橋渡し役を担うこともある、メキシコ、インドネシア、韓国、トルコ、オーストラリアの5カ国グループは？,MIKTA,２ 世界の結びつき,各アルファベットが国名の頭文字です。多様な地域の中堅国家が連携し、国際秩序の安定を目指す枠組みです。
先進国のグループであるG7に含まれるアジアの国は（ ）のみである。,日本,２ 世界の結びつき,G7は日本、アメリカ、カナダ、イギリス、フランス、ドイツ、イタリアの7カ国で構成されています。
南北問題の解決に向け、発展途上国が団結して先進国に新しい国際経済秩序（NIEO）の樹立を求めた組織は？,77カ国グループ/G77,２ 世界の結びつき,国連貿易開発会議（UNCTAD）の設立を機に結成されました。現在は130カ国以上が加盟する巨大な途上国グループです。
1989年に発足し、シンガポールに事務局を置く、アジア太平洋地域の経済協力を目的とした組織は？,APEC/アジア太平洋経済協力,２ 世界の結びつき,「開かれた地域主義」を掲げ、自由で開かれた貿易・投資を目指しています。日本も主要メンバーの一つです。
経済のグローバル化に伴い、国境を越えて世界各地で生産・販売活動を行う企業を（ ）企業という。,多国籍/多国籍企業,２ 世界の結びつき,直接投資を通じて途上国の工業化を促す一方、現地の産業や雇用に大きな影響を与えることもあります。
2024年にBRICSへ正式加盟した、世界有数の産油国である中東の国は？,サウジアラビア/アラブ首長国連邦/イラン,２ 世界の結びつき,近年、BRICSは拡大（BRICSプラス）しており、資源国や新興国の結びつきがさらに強まっています。
自動車交通の主なメリットは（ ）ことと（ ）ことである。,戸口輸送ができる/小回りがきく,２ 世界の結びつき,出発地から目的地まで積み替えなしで運べる（ドア・ツー・ドア）のが最大の利点です。短距離輸送で最も効率が良い手段です。
鉄道交通のメリットは、一度に大量の貨物や旅客を（ ）に運べることである。,定時的/安全/安価,２ 世界の結びつき,決まったダイヤで大量輸送が可能なため、中距離の通勤・通学や、重量物の陸上輸送に向いています。
船舶輸送（水運）の最大のメリットは、重量物を（ ）で大量に運べることである。,低コスト/安価,２ 世界の結びつき,速度は遅いですが、単位重量あたりの輸送費（輸送単価）が最も安いため、原油や鉄鉱石などの長距離国際貿易の主役です。
航空交通のメリットは（ ）ことである。,高速/時間が短い,２ 世界の結びつき,長距離を短時間で移動できるため、鮮度が重要な生鮮品や、軽量で付加価値の高い電子部品、旅客輸送に利用されます。
船舶や鉄道、トラックなどの異なる輸送手段を連携させ、効率的に運ぶ仕組みを（ ）という。,モーダルシフト,２ 世界の結びつき,環境負荷（CO2排出）を減らすため、トラック輸送の一部を鉄道や船舶へ切り替える動きが日本でも進んでいます。
船にトラックやトレーラーをそのまま積み込んで運ぶ形式の船を（ ）船という。,フェリー/RORO船,２ 世界の結びつき,積み替えの手間を省き、荷役時間を大幅に短縮できるため、国内の長距離貨物輸送で重宝されています。
世界の海上輸送において、荷役の効率化を劇的に進めた、規格化された鉄製の箱を（ ）という。,コンテナ,２ 世界の結びつき,1960年代以降、世界中で規格が統一されたことで、船・鉄道・トラック間の積み替えが極めてスムーズになりました。
特定の空港に路線を集中させ、そこから各都市へ放射状に路線を伸ばす拠点空港を（ ）という。,ハブ空港,２ 世界の結びつき,車の車輪の軸（ハブ）に例えられます。仁川（韓国）やドバイ（UAE）などが有名です。
自動車交通の主なデメリットは（ ）や排気ガスによる環境負荷が大きいことである。,交通事故/渋滞,２ 世界の結びつき,輸送単位あたりのCO2排出量が他の交通手段に比べて最も多く、エネルギー効率の面で課題があります。
鉄道交通のデメリットは、線路や駅などの（ ）の建設・維持に多額の費用がかかることである。,インフラ/施設/設備,２ 世界の結びつき,自動車と違い、あらかじめ敷設されたレールの上しか走れないため、経路の柔軟性（機動性）に欠けます。
船舶輸送の最大のデメリットは、輸送（ ）が非常に遅いことである。,速度/スピード,２ 世界の結びつき,天候（台風やしけ）の影響を受けやすく、運航スケジュールが不安定になるリスクがあります。
航空交通のデメリットは、運賃や（ ）が他の交通手段に比べて非常に高いことである。,輸送費/コスト,２ 世界の結びつき,燃料消費が激しく、重量物や安価な貨物の輸送には不向きです。また、騒音問題から空港の運用時間に制限がある場合が多いです。
自動車から鉄道や船舶への「モーダルシフト」が推奨される最大の理由は、（ ）の排出量を削減するためである。,二酸化炭素/CO2,２ 世界の結びつき,貨物1トンを1km運ぶ際のCO2排出量は、トラックが鉄道の約10倍以上という試算もあり、地球温暖化対策として重要です。
鉄道やバスなどの公共交通機関が衰退し、自家用車がないと生活が困難になる社会現象を（ ）という。,モータリゼーション,２ 世界の結びつき,過疎化が進む地域では、公共交通の維持が困難になり、高齢者の移動手段確保などが大きな社会課題となっています。
パイプライン輸送のデメリットは、（ ）しか運べないことと、建設に巨額の費用がかかることである。,液体・気体/石油・ガス,２ 世界の結びつき,原油や天然ガスの輸送に特化しており、一度建設するとルート変更が不可能なため、地政学的なリスク（通過国との対立など）を伴います。
通信分野において、光ファイバー網などの整備状況により生じる情報格差を（ ）という。,デジタルデバイド,２ 世界の結びつき,都市部と農村部、あるいは先進国と途上国の間で、情報の入手速度や機会に大きな差が生じることが問題視されています。
情報技術の略称をアルファベットで（ ）という。,IT,２ 世界の結びつき,Information Technologyの略です。近年では通信を含めたICT（情報通信技術）という呼称も一般的になっています。
国境を越えて大容量・高速通信を行うため、海底に敷設されているケーブルを（ ）という。,光ファイバー/光海底ケーブル,２ 世界の結びつき,世界の国際通信の9割以上を担っています。かつての衛星通信に比べ、遅延が少なく大容量のデータ送受信が可能です。
発展途上国において、固定電話の整備を飛び越えて、携帯電話が急速に普及する現象を（ ）という。,リープフロッグ/蛙跳び型発展,２ 世界の結びつき,インフラ（電柱や回線）の建設が難しい地域でも、無線基地局さえあれば普及するため、アフリカなどで顕著に見られます。
衛星を利用した全地球測位システムのうち、米国のシステムの略称は（ ）である。,GPS,２ 世界の結びつき,Global Positioning Systemの略です。カーナビやスマホの地図、物流管理などに不可欠な技術となっています。
インターネットを介して、世界中のコンピュータが結びついたネットワーク社会を（ ）空間という。,サイバー/仮想,２ 世界の結びつき,物理的な国境を越えた情報のやり取りが可能になりましたが、サイバー攻撃などの新たな安全保障上の課題も生んでいます。
情報を発信する側と受信する側の間で、知識や技術の差によって生じる経済的・社会的な格差を（ ）という。,デジタルデバイド/情報格差,２ 世界の結びつき,この格差は個人の所得差だけでなく、都市と農村、先進国と途上国の間の経済格差をさらに広げる要因となります。
インターネット上の膨大なデータを分析し、消費者の行動予測や気象予測などに役立てる仕組みを（ ）という。,ビッグデータ,２ 世界の結びつき,高度なアルゴリズムやAIと組み合わせることで、農業の効率化や防災計画の策定などにも応用されています。
あらゆる物がインターネットに繋がり、情報を相互にやり取りする仕組みを（ ）という。,IoT/モノのインターネット,２ 世界の結びつき,Internet of Thingsの略です。家電、自動車、工場の機械などが通信することで、遠隔操作や自動化、データの最適利用が可能になります。
「いつでも、どこでも、誰でも、何でも」ネットワークに繋がる社会の状態を（ ）という。,ユビキタス/ユビキタス社会,２ 世界の結びつき,ラテン語で「至る所に存在する」という意味です。スマホの普及やセンサー技術の発展により、意識せずに通信技術を利用できる環境を指します。
IoT技術を活用し、電力の供給と需要をリアルタイムで最適化する次世代電力網を（ ）という。,スマートグリッド,２ 世界の結びつき,再生可能エネルギーの効率的な利用や、停電の防止に役立ちます。理系的なエネルギー管理の核となる技術です。
農業にITやIoTを活用し、収穫量の予測や自動給水などを行う効率的な農業形態を（ ）という。,スマート農業,２ 世界の結びつき,労働力不足の解消や、経験に頼らない精密な肥培管理を可能にします。地理の「農業」分野とも深く関連します。
都市全体でIoTやAIを活用し、交通、エネルギー、防災などを効率化した持続可能な都市を（ ）という。,スマートシティ,２ 世界の結びつき,データの活用により、渋滞緩和や省エネ、迅速な災害対応を実現する未来型の都市モデルです。
ユビキタス社会において、ICタグなどを物に付けることで、生産から流通までを追跡できる仕組みを（ ）という。,トレーサビリティ,２ 世界の結びつき,食品の安全管理や、物流の効率化に貢献しています。情報の「透明性」を高める技術です。
政府が関税などで干渉しない貿易のことを（ ）貿易という。,自由,２ 世界の結びつき,輸出入の制限をなくすことで、国際分業を促進し、得意な製品を互いに安く売買することを目指します。
自国の産業を守るために、関税を高くしたり輸入量を制限したりする貿易を（ ）という。,保護貿易,２ 世界の結びつき,国内の未発達な産業や農業を他国製品との競争から守るために行われますが、やりすぎると国際貿易が停滞します。
特定の国や地域の間で、関税の撤廃などを約束する協定を（ ）という。,FTA/自由貿易協定,２ 世界の結びつき,Free Trade Agreementの略です。物品の関税撤廃だけでなく、投資や知的財産の保護なども含みます。
FTAの内容に加え、投資、人の移動、知的財産権の保護など、より幅広い連携を目指す協定を（ ）という。,EPA/経済連携協定,２ 世界の結びつき,Economic Partnership Agreementの略です。経済全体の結びつきを強める「包括的」な枠組みです。
環太平洋地域の国々で構成される、包括的な自由貿易協定を略称で（ ）という。,TPP/TPP11,２ 世界の結びつき,Trans-Pacific Partnershipの略です。日本も参加しており、非常に高いレベルの自由貿易を目指しています。
